Number,ALICE+CMS Error,ATLAS Error,q,T,xx,yy,zz
400,29.09175456690588,12.314585299999969,1.0768185530553325,1.0,3.0921649843542536,0.7737521285206637,2.0816681711721685e-17
401,29.091754087115213,12.31458709258339,1.0768185530553325,1.0,3.0921649843542536,0.7737521136195025,1.4901161214664338e-08
402,29.10434039934746,12.26362255512857,1.0825961870556158,1.0,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
403,29.10434039934746,12.26362255512857,1.0825961870556158,1.0,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
404,29.104340920421773,12.263620914386006,1.082596201956777,1.0,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
405,29.104340684702677,12.263621724137556,1.0825961870556158,0.9999999850988388,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
406,29.104340526384263,12.263622124433793,1.0825961870556158,1.0,3.0354999729862966,0.7544382919881106,4.683753385137379e-17
407,29.104340176869552,12.263623353006619,1.0825961870556158,1.0,3.0354999580851354,0.7544383068892718,4.683753385137379e-17
408,29.104339696786795,12.263625145148763,1.0825961870556158,1.0,3.0354999580851354,0.7544382919881106,1.490116124068519e-08
409,29.10434039934746,12.26362255512857,1.0825961870556158,1.0,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
410,29.104340920421773,12.263620914386006,1.082596201956777,1.0,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
411,29.104340684702677,12.263621724137556,1.0825961870556158,0.9999999850988388,3.0354999580851354,0.7544382919881106,4.683753385137379e-17
412,29.104340526384263,12.263622124433793,1.0825961870556158,1.0,3.0354999729862966,0.7544382919881106,4.683753385137379e-17
413,29.104340176869552,12.263623353006619,1.0825961870556158,1.0,3.0354999580851354,0.7544383068892718,4.683753385137379e-17
414,29.104339696786795,12.263625145148763,1.0825961870556158,1.0,3.0354999580851354,0.7544382919881106,1.490116124068519e-08
415,29.10644801164767,12.252647771230345,1.0869797606995797,1.0,2.9934684260535773,0.7403641633762396,0.0
416,29.10644801164767,12.252647771230345,1.0869797606995797,1.0,2.9934684260535773,0.7403641633762396,0.0
417,29.106448529518392,12.252646143904816,1.0869797756007409,1.0,2.9934684260535773,0.7403641633762396,0.0
418,29.106448297707928,12.25264693801956,1.0869797606995797,0.9999999850988388,2.9934684260535773,0.7403641633762396,0.0
419,29.10644814047869,12.25264733443358,1.0869797606995797,1.0,2.9934684409547385,0.7403641633762396,0.0
420,29.106447789147154,12.252648569336136,1.0869797606995797,1.0,2.9934684260535773,0.7403641782774008,0.0
421,29.106447308958167,12.252650360824994,1.0869797606995797,1.0,2.9934684260535773,0.7403641633762396,1.4901161193847656e-08
422,29.10644801164767,12.252647771230345,1.0869797606995797,1.0,2.9934684260535773,0.7403641633762396,0.0
423,29.106448529518392,12.252646143904816,1.0869797756007409,1.0,2.9934684260535773,0.7403641633762396,0.0
424,29.106448297707928,12.25264693801956,1.0869797606995797,0.9999999850988388,2.9934684260535773,0.7403641633762396,0.0
425,29.10644814047869,12.25264733443358,1.0869797606995797,1.0,2.9934684409547385,0.7403641633762396,0.0
426,29.106447789147154,12.252648569336136,1.0869797606995797,1.0,2.9934684260535773,0.7403641782774008,0.0
427,29.106447308958167,12.252650360824994,1.0869797606995797,1.0,2.9934684260535773,0.7403641633762396,1.4901161193847656e-08
428,29.109292049055725,12.242440996860179,1.0880439938503608,1.0,2.983793547462409,0.7370378667601077,3.144186300207963e-17
429,29.109292049055725,12.242440996860179,1.0880439938503608,1.0,2.983793547462409,0.7370378667601077,3.144186300207963e-17
430,29.10929256619839,12.242439372617968,1.088044008751522,1.0,2.983793547462409,0.7370378667601077,3.144186300207963e-17
431,29.109292335310776,12.24244016306217,1.0880439938503608,0.9999999850988388,2.983793547462409,0.7370378667601077,3.144186300207963e-17
432,29.10929217831869,12.24244055859608,1.0880439938503608,1.0,2.9837935623635703,0.7370378667601077,3.144186300207963e-17
433,29.109291826530754,12.242441795079836,1.0880439938503608,1.0,2.983793547462409,0.7370378816612689,3.144186300207963e-17
434,29.109291346269302,12.242443586601874,1.0880439938503608,1.0,2.983793547462409,0.7370378667601077,1.490116122528952e-08
435,29.109292049055725,12.242440996860179,1.0880439938503608,1.0,2.983793547462409,0.7370378667601077,3.144186300207963e-17
436,29.10929256619839,12.242439372617968,1.088044008751522,1.0,2.983793547462409,0.7370378667601077,3.144186300207963e-17
437,29.109292335310776,12.24244016306217,1.0880439938503608,0.9999999850988388,2.983793547462409,0.7370378667601077,3.144186300207963e-17
438,29.10929217831869,12.24244055859608,1.0880439938503608,1.0,2.9837935623635703,0.7370378667601077,3.144186300207963e-17
439,29.109291826530754,12.242441795079836,1.0880439938503608,1.0,2.983793547462409,0.7370378816612689,3.144186300207963e-17
440,29.109291346269302,12.242443586601874,1.0880439938503608,1.0,2.983793547462409,0.7370378667601077,1.490116122528952e-08
441,29.10757360193474,12.26073801370701,1.0911749304240108,1.0,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
442,29.10757360193474,12.26073801370701,1.0911749304240108,1.0,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
443,29.107574116871888,12.260736398002628,1.091174945325172,1.0,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
444,29.107573888574105,12.260737179622938,1.0911749304240108,0.9999999850988388,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
445,29.10757373211813,12.2607375723849,1.0911749304240108,1.0,2.962500255671977,0.7319999349299591,2.905661822261152e-17
446,29.10757337946828,12.26073881134134,1.0911749304240108,1.0,2.9625002407708156,0.7319999498311203,2.905661822261152e-17
447,29.10757289904166,12.260740603757885,1.0911749304240108,1.0,2.9625002407708156,0.7319999349299591,1.4901161222904274e-08
448,29.10757360193474,12.26073801370701,1.0911749304240108,1.0,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
449,29.107574116871888,12.260736398002628,1.091174945325172,1.0,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
450,29.107573888574105,12.260737179622938,1.0911749304240108,0.9999999850988388,2.9625002407708156,0.7319999349299591,2.905661822261152e-17
451,29.10757373211813,12.2607375723849,1.0911749304240108,1.0,2.962500255671977,0.7319999349299591,2.905661822261152e-17
452,29.10757337946828,12.26073881134134,1.0911749304240108,1.0,2.9625002407708156,0.7319999498311203,2.905661822261152e-17
453,29.10757289904166,12.260740603757885,1.0911749304240108,1.0,2.9625002407708156,0.7319999349299591,1.4901161222904274e-08
454,29.09584740842559,12.38802451160077,1.1023975890658197,1.0,2.911383664729211,0.728401518897928,2.905661822261152e-17
455,29.09584740842559,12.38802451160077,1.1023975890658197,1.0,2.911383664729211,0.728401518897928,2.905661822261152e-17
456,29.09584791581807,12.388022923031121,1.102397603966981,1.0,2.911383664729211,0.728401518897928,2.905661822261152e-17
457,29.095847696133355,12.38802368008755,1.1023975890658197,0.9999999850988388,2.911383664729211,0.728401518897928,2.905661822261152e-17
458,29.095847540834676,12.388024063181609,1.1023975890658197,1.0,2.9113836796303723,0.728401518897928,2.905661822261152e-17
459,29.095847186354394,12.388025305120065,1.1023975890658197,1.0,2.911383664729211,0.7284015337990892,2.905661822261152e-17
460,29.09584670499884,12.388027104919598,1.1023975890658197,1.0,2.911383664729211,0.728401518897928,1.4901161222904274e-08
461,29.09584740842559,12.38802451160077,1.1023975890658197,1.0,2.911383664729211,0.728401518897928,2.905661822261152e-17
462,29.09584791581807,12.388022923031121,1.102397603966981,1.0,2.911383664729211,0.728401518897928,2.905661822261152e-17
463,29.095847696133355,12.38802368008755,1.1023975890658197,0.9999999850988388,2.911383664729211,0.728401518897928,2.905661822261152e-17
464,29.095847540834676,12.388024063181609,1.1023975890658197,1.0,2.9113836796303723,0.728401518897928,2.905661822261152e-17
465,29.095847186354394,12.388025305120065,1.1023975890658197,1.0,2.911383664729211,0.7284015337990892,2.905661822261152e-17
466,29.09584670499884,12.388027104919598,1.1023975890658197,1.0,2.911383664729211,0.728401518897928,1.4901161222904274e-08
467,29.30300592510655,13.135016251461117,1.1476750530829067,1.0,2.8034324745459758,0.7691059067784717,5.334274688628682e-17
468,29.30300592510655,13.135016251461117,1.1476750530829067,1.0,2.8034324745459758,0.7691059067784717,5.334274688628682e-17
469,29.092860091117277,12.448551061060991,1.1069253354675284,1.0,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
470,29.092860091117277,12.448551061060991,1.1069253354675284,1.0,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
471,29.092860595691928,12.448549481834448,1.1069253503686896,1.0,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
472,29.092860379181758,12.448550231799574,1.1069253354675284,0.9999999850988388,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
473,29.092860224003804,12.448550611283856,1.1069253354675284,1.0,2.9005885606120487,0.7324719576859824,3.1485231088979046e-17
474,29.092859869243043,12.448551852293683,1.1069253354675284,1.0,2.9005885457108875,0.7324719725871436,3.1485231088979046e-17
475,29.09285938731171,12.448553656929455,1.1069253354675284,1.0,2.9005885457108875,0.7324719576859824,1.4901161225332887e-08
476,29.092860091117277,12.448551061060991,1.1069253354675284,1.0,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
477,29.092860595691928,12.448549481834448,1.1069253503686896,1.0,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
478,29.092860379181758,12.448550231799574,1.1069253354675284,0.9999999850988388,2.9005885457108875,0.7324719576859824,3.1485231088979046e-17
479,29.092860224003804,12.448550611283856,1.1069253354675284,1.0,2.9005885606120487,0.7324719576859824,3.1485231088979046e-17
480,29.092859869243043,12.448551852293683,1.1069253354675284,1.0,2.9005885457108875,0.7324719725871436,3.1485231088979046e-17
481,29.09285938731171,12.448553656929455,1.1069253354675284,1.0,2.9005885457108875,0.7324719576859824,1.4901161225332887e-08
482,31.076375037987198,14.509925481031214,1.2180408271410523,1.0,2.8309793363245785,0.9495215752417324,3.1485231088979046e-17
483,31.076375037987198,14.509925481031214,1.2180408271410523,1.0,2.8309793363245785,0.9495215752417324,3.1485231088979046e-17
484,29.133712367295338,12.635879169927463,1.1180368846348807,1.0,2.8936276247722565,0.7541769194415574,3.1485231088979046e-17
485,29.133712367295338,12.635879169927463,1.1180368846348807,1.0,2.8936276247722565,0.7541769194415574,3.1485231088979046e-17
486,29.09193890733537,12.467075598184815,1.1080364903842637,1.0,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
487,29.09193890733537,12.467075598184815,1.1080364903842637,1.0,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
488,29.09193941125276,12.467074020961375,1.1080365052854249,1.0,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
489,29.091939195466594,12.467074769745548,1.1080364903842637,0.9999999850988388,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
490,29.091939040249038,12.467075148394976,1.1080364903842637,1.0,2.8998924685181855,0.7346424538615399,3.1485231088979046e-17
491,29.09193868552183,12.467076388708975,1.1080364903842637,1.0,2.8998924536170243,0.7346424687627011,3.1485231088979046e-17
492,29.09193820341831,12.467078194885325,1.1080364903842637,1.0,2.8998924536170243,0.7346424538615399,1.4901161225332887e-08
493,29.09193890733537,12.467075598184815,1.1080364903842637,1.0,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
494,29.09193941125276,12.467074020961375,1.1080365052854249,1.0,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
495,29.091939195466594,12.467074769745548,1.1080364903842637,0.9999999850988388,2.8998924536170243,0.7346424538615399,3.1485231088979046e-17
496,29.091939040249038,12.467075148394976,1.1080364903842637,1.0,2.8998924685181855,0.7346424538615399,3.1485231088979046e-17
497,29.09193868552183,12.467076388708975,1.1080364903842637,1.0,2.8998924536170243,0.7346424687627011,3.1485231088979046e-17
498,29.09193820341831,12.467078194885325,1.1080364903842637,1.0,2.8998924536170243,0.7346424538615399,1.4901161225332887e-08
499,39.272824298669626,16.835178956676117,1.356594770772032,1.0,3.0474288327632273,1.4042265741772728,0.0
500,39.272824298669626,16.835178956676117,1.356594770772032,1.0,3.0474288327632273,1.4042265741772728,0.0
501,29.303346869797736,12.938346065842685,1.1328923184230406,1.0,2.914646091531645,0.8016008658931132,2.833670798008114e-17
502,29.303346869797736,12.938346065842685,1.1328923184230406,1.0,2.914646091531645,0.8016008658931132,2.833670798008114e-17
503,29.089395189693363,12.514627863794791,1.1105220731881413,1.0,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
504,29.089395189693363,12.514627863794791,1.1105220731881413,1.0,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
505,29.08939569219127,12.514626290608637,1.1105220880893025,1.0,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
506,29.08939547793955,12.514627037617457,1.1105220731881413,0.9999999850988388,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
507,29.089395322526396,12.514627414477864,1.1105220731881413,1.0,2.9013678323096475,0.7413382950646973,3.1170378778089256e-17
508,29.08939496803651,12.51462865250201,1.1105220731881413,1.0,2.9013678174084863,0.7413383099658585,3.1170378778089256e-17
509,29.089394485503277,12.51463046266606,1.1105220731881413,1.0,2.9013678174084863,0.7413382950646973,1.4901161225018035e-08
510,29.089395189693363,12.514627863794791,1.1105220731881413,1.0,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
511,29.08939569219127,12.514626290608637,1.1105220880893025,1.0,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
512,29.08939547793955,12.514627037617457,1.1105220731881413,0.9999999850988388,2.9013678174084863,0.7413382950646973,3.1170378778089256e-17
513,29.089395322526396,12.514627414477864,1.1105220731881413,1.0,2.9013678323096475,0.7413382950646973,3.1170378778089256e-17
514,29.08939496803651,12.51462865250201,1.1105220731881413,1.0,2.9013678174084863,0.7413383099658585,3.1170378778089256e-17
515,29.089394485503277,12.51463046266606,1.1105220731881413,1.0,2.9013678174084863,0.7413382950646973,1.4901161225018035e-08
516,59.76360322468119,20.195865269854565,1.619275708145755,1.0,3.6246550194730567,2.36574366081362,3.1170378778089256e-17
517,59.76360322468119,20.195865269854565,1.619275708145755,1.0,3.6246550194730567,2.36574366081362,3.1170378778089256e-17
518,30.021988457654984,13.514337777627777,1.1613974366839026,1.0,2.973696537614943,0.9037788316395896,3.1170378778089256e-17
519,30.021988457654984,13.514337777627777,1.1613974366839026,1.0,2.973696537614943,0.9037788316395896,3.1170378778089256e-17
520,29.12424063276854,12.618718112515367,1.1156096095377175,1.0,2.908600689429132,0.7575823487221865,3.1170378778089256e-17
521,29.12424063276854,12.618718112515367,1.1156096095377175,1.0,2.908600689429132,0.7575823487221865,3.1170378778089256e-17
522,29.088831928945226,12.525080611774783,1.1110308268230988,1.0,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
523,29.088831928945226,12.525080611774783,1.1110308268230988,1.0,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
524,29.088832431160306,12.525079039351644,1.11103084172426,1.0,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
525,29.08883221721053,12.525079786117171,1.1110308268230988,0.9999999850988388,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
526,29.088832061742252,12.525080162623514,1.1110308268230988,1.0,2.902091119511712,0.7429627004304462,3.1170378778089256e-17
527,29.088831707323116,12.525081400079657,1.1110308268230988,1.0,2.902091104610551,0.7429627153316074,3.1170378778089256e-17
528,29.08883122469536,12.525083211136218,1.1110308268230988,1.0,2.902091104610551,0.7429627004304462,1.4901161225018035e-08
529,29.088831928945226,12.525080611774783,1.1110308268230988,1.0,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
530,29.088832431160306,12.525079039351644,1.11103084172426,1.0,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
531,29.08883221721053,12.525079786117171,1.1110308268230988,0.9999999850988388,2.902091104610551,0.7429627004304462,3.1170378778089256e-17
532,29.088832061742252,12.525080162623514,1.1110308268230988,1.0,2.902091119511712,0.7429627004304462,3.1170378778089256e-17
533,29.088831707323116,12.525081400079657,1.1110308268230988,1.0,2.902091104610551,0.7429627153316074,3.1170378778089256e-17
534,29.08883122469536,12.525083211136218,1.1110308268230988,1.0,2.902091104610551,0.7429627004304462,1.4901161225018035e-08
535,92.0373327998566,26.43427953230454,2.0063320917624656,0.9999999999999999,4.679132189857883,3.9073024078156298,0.0
536,92.0373327998566,26.43427953230454,2.0063320917624656,0.9999999999999999,4.679132189857883,3.9073024078156298,0.0
537,31.617053683830576,14.294623269865761,1.2005609533170356,1.0,3.079795213135284,1.0593966711689646,2.805334090028033e-17
538,31.617053683830576,14.294623269865761,1.2005609533170356,1.0,3.079795213135284,1.0593966711689646,2.805334090028033e-17
539,29.177803903564286,12.716843024362356,1.1199838394724926,1.0,2.9198615154630243,0.7746060975042981,3.0858674990308365e-17
540,29.177803903564286,12.716843024362356,1.1199838394724926,1.0,2.9198615154630243,0.7746060975042981,3.0858674990308365e-17
541,29.088820396313103,12.54442355788454,1.1119261280880381,1.0,2.903868145695798,0.7461270401378314,3.113920839931117e-17
542,29.088820396313103,12.54442355788454,1.1119261280880381,1.0,2.903868145695798,0.7461270401378314,3.113920839931117e-17
543,29.088300134661004,12.534807759341298,1.1114808376006955,1.0,2.902984309693476,0.7445532119465857,3.115471141902118e-17
544,29.088300134661004,12.534807759341298,1.1114808376006955,1.0,2.902984309693476,0.7445532119465857,3.115471141902118e-17
545,29.088300636630148,12.534806187556274,1.1114808525018567,1.0,2.902984309693476,0.7445532119465857,3.115471141902118e-17
546,29.088300422940456,12.534806934178294,1.1114808376006955,0.9999999850988388,2.902984309693476,0.7445532119465857,3.115471141902118e-17
547,29.088300267414446,12.534807310378179,1.1114808376006955,1.0,2.9029843245946374,0.7445532119465857,3.115471141902118e-17
548,29.088299913071296,12.534808547271197,1.1114808376006955,1.0,2.902984309693476,0.7445532268477469,3.115471141902118e-17
549,29.088299430356134,12.534810359162913,1.1114808376006955,1.0,2.902984309693476,0.7445532119465857,1.490116122500237e-08
550,29.088300134661004,12.534807759341298,1.1114808376006955,1.0,2.902984309693476,0.7445532119465857,3.115471141902118e-17
551,29.088300636630148,12.534806187556274,1.1114808525018567,1.0,2.902984309693476,0.7445532119465857,3.115471141902118e-17
552,29.088300422940456,12.534806934178294,1.1114808376006955,0.9999999850988388,2.902984309693476,0.7445532119465857,3.115471141902118e-17
553,29.088300267414446,12.534807310378179,1.1114808376006955,1.0,2.9029843245946374,0.7445532119465857,3.115471141902118e-17
554,29.088299913071296,12.534808547271197,1.1114808376006955,1.0,2.902984309693476,0.7445532268477469,3.115471141902118e-17
555,29.088299430356134,12.534810359162913,1.1114808376006955,1.0,2.902984309693476,0.7445532119465857,1.490116122500237e-08
556,109.98616186638641,32.2059000209458,2.2989950918320465,0.9999999999999999,5.733535433090035,5.228285666618047,3.115471141902118e-17
557,109.98616186638641,32.2059000209458,2.2989950918320465,0.9999999999999999,5.733535433090035,5.228285666618047,3.115471141902118e-17
558,33.426175300528975,14.890505452310936,1.2302322630238305,1.0,3.186039422033132,1.192926457413732,3.115471141902118e-17
559,33.426175300528975,14.890505452310936,1.2302322630238305,1.0,3.186039422033132,1.192926457413732,3.115471141902118e-17
560,29.221111338816797,12.796775067024338,1.123355980143009,1.0,2.9312898209274416,0.7893905364933004,3.115471141902118e-17
561,29.221111338816797,12.796775067024338,1.123355980143009,1.0,2.9312898209274416,0.7893905364933004,3.115471141902118e-17
562,29.093411960871634,12.561316508999877,1.1126683518549267,1.0,2.905814860816873,0.7490369444012572,3.115471141902118e-17
563,29.093411960871634,12.561316508999877,1.1126683518549267,1.0,2.905814860816873,0.7490369444012572,3.115471141902118e-17
564,29.088138335942844,12.537752484521025,1.111612596855611,1.0,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
565,29.088138335942844,12.537752484521025,1.111612596855611,1.0,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
566,29.088138837840884,12.537750912915218,1.1116126117567722,1.0,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
567,29.088138624225884,12.537751659510043,1.111612596855611,0.9999999850988388,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
568,29.0881384686811,12.537752035621585,1.111612596855611,1.0,2.9032983850833345,0.7450506992359912,3.115471141902118e-17
569,29.08813811436297,12.537753272337207,1.111612596855611,1.0,2.9032983701821733,0.7450507141371524,3.115471141902118e-17
570,29.088137631621414,12.537755084482916,1.111612596855611,1.0,2.9032983701821733,0.7450506992359912,1.490116122500237e-08
571,29.088138335942844,12.537752484521025,1.111612596855611,1.0,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
572,29.088138837840884,12.537750912915218,1.1116126117567722,1.0,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
573,29.088138624225884,12.537751659510043,1.111612596855611,0.9999999850988388,2.9032983701821733,0.7450506992359912,3.115471141902118e-17
574,29.0881384686811,12.537752035621585,1.111612596855611,1.0,2.9032983850833345,0.7450506992359912,3.115471141902118e-17
575,29.08813811436297,12.537753272337207,1.111612596855611,1.0,2.9032983701821733,0.7450507141371524,3.115471141902118e-17
576,29.088137631621414,12.537755084482916,1.111612596855611,1.0,2.9032983701821733,0.7450506992359912,1.490116122500237e-08
577,120.93601629661086,37.818342589879485,2.574157511616949,1.0,6.82053228503382,6.52871616168007,1.5854669458942404e-15
578,120.93601629661086,37.818342589879485,2.574157511616949,1.0,6.82053228503382,6.52871616168007,1.5854669458942404e-15
579,35.46585660667797,15.449430884695857,1.2578670883317447,1.0,3.295021761667338,1.3234172454803992,1.865859348665431e-16
580,35.46585660667797,15.449430884695857,1.2578670883317447,1.0,3.295021761667338,1.3234172454803992,1.865859348665431e-16
581,29.262140001804532,12.867611932233098,1.1262380460032244,1.0,2.94247070933069,0.802887353860432,4.669783376377337e-17
582,29.262140001804532,12.867611932233098,1.1262380460032244,1.0,2.94247070933069,0.802887353860432,4.669783376377337e-17
583,29.097715465799855,12.571217426372336,1.1130751417703724,1.0,2.9072156040970247,0.7508343646984353,3.27090236534964e-17
584,29.097715465799855,12.571217426372336,1.1130751417703724,1.0,2.9072156040970247,0.7508343646984353,3.27090236534964e-17
585,29.087953179858907,12.54110387306433,1.111758851347087,1.0,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
586,29.087953179858907,12.54110387306433,1.111758851347087,1.0,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
587,29.0879536816787,12.541102301651266,1.1117588662482483,1.0,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
588,29.08795346814547,12.541103048228027,1.111758851347087,0.9999999850988388,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
589,29.087953312578303,12.541103424242623,1.111758851347087,1.0,2.9036901084748195,0.7456290657822356,3.13101426424687e-17
590,29.087952958290224,12.541104660751017,1.111758851347087,1.0,2.9036900935736583,0.7456290806833968,3.13101426424687e-17
591,29.08795247551872,12.541106473186488,1.111758851347087,1.0,2.9036900935736583,0.7456290657822356,1.49011612251578e-08
592,29.087953179858907,12.54110387306433,1.111758851347087,1.0,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
593,29.0879536816787,12.541102301651266,1.1117588662482483,1.0,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
594,29.08795346814547,12.541103048228027,1.111758851347087,0.9999999850988388,2.9036900935736583,0.7456290657822356,3.13101426424687e-17
595,29.087953312578303,12.541103424242623,1.111758851347087,1.0,2.9036901084748195,0.7456290657822356,3.13101426424687e-17
596,29.087952958290224,12.541104660751017,1.111758851347087,1.0,2.9036900935736583,0.7456290806833968,3.13101426424687e-17
597,29.08795247551872,12.541106473186488,1.111758851347087,1.0,2.9036900935736583,0.7456290657822356,1.49011612251578e-08
598,123.53046593054917,40.6651434816941,2.707359147257635,1.0,7.545666019972964,7.27863163500377,3.6437705003001567e-16
599,123.53046593054917,40.6651434816941,2.707359147257635,1.0,7.545666019972964,7.27863163500377,3.6437705003001567e-16
600,36.61809804325608,15.758916988456576,1.271318880938142,1.0,3.3678876862135887,1.3989293227043893,6.461683338122341e-17
601,36.61809804325608,15.758916988456576,1.271318880938142,1.0,3.3678876862135887,1.3989293227043893,6.461683338122341e-17
602,29.290932991967892,12.907393499957164,1.1277148543061926,1.0,2.9501098528376515,0.810959091474451,3.4640811716344174e-17
603,29.290932991967892,12.907393499957164,1.1277148543061926,1.0,2.9501098528376515,0.810959091474451,3.4640811716344174e-17
604,29.101548253535782,12.578297886891043,1.1133544516429976,1.0,2.9083320695000574,0.7521620683514572,3.164320954985625e-17
605,29.101548253535782,12.578297886891043,1.1133544516429976,1.0,2.9083320695000574,0.7521620683514572,3.164320954985625e-17
606,29.088883658702862,12.544829062727741,1.111918411376678,1.0,2.9041542911662983,0.7462823660391578,3.134344933320746e-17
607,29.088883658702862,12.544829062727741,1.111918411376678,1.0,2.9041542911662983,0.7462823660391578,3.134344933320746e-17
608,29.087979179509542,12.54147645005306,1.1117748073500462,1.0,2.9037365133329223,0.7456943958079278,3.1313473311542574e-17
609,29.087979179509542,12.54147645005306,1.1117748073500462,1.0,2.9037365133329223,0.7456943958079278,3.1313473311542574e-17
610,29.08794860324388,12.541186567140066,1.1117623927605091,1.0,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
611,29.08794860324388,12.541186567140066,1.1117623927605091,1.0,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
612,29.08794910506179,12.541184995731536,1.1117624076616703,1.0,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
613,29.08794889153052,12.541185742308086,1.1117623927605091,0.9999999850988388,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
614,29.087948735962794,12.541186118320363,1.1117623927605091,1.0,2.9037004112780296,0.7456435656936763,3.131088187999536e-17
615,29.08794838167546,12.541187354823574,1.1117623927605091,1.0,2.9037003963768684,0.7456435805948375,3.131088187999536e-17
616,29.08794789890323,12.541189167266186,1.1117623927605091,1.0,2.9037003963768684,0.7456435656936763,1.4901161225158537e-08
617,29.08794860324388,12.541186567140066,1.1117623927605091,1.0,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
618,29.08794910506179,12.541184995731536,1.1117624076616703,1.0,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
619,29.08794889153052,12.541185742308086,1.1117623927605091,0.9999999850988388,2.9037003963768684,0.7456435656936763,3.131088187999536e-17
620,29.087948735962794,12.541186118320363,1.1117623927605091,1.0,2.9037004112780296,0.7456435656936763,3.131088187999536e-17
621,29.08794838167546,12.541187354823574,1.1117623927605091,1.0,2.9037003963768684,0.7456435805948375,3.131088187999536e-17
622,29.08794789890323,12.541189167266186,1.1117623927605091,1.0,2.9037003963768684,0.7456435656936763,1.4901161225158537e-08
623,100.24409119461795,29.57911007423472,2.1258165422061266,1.0,6.018043833877563,4.997114704579704,0.0
624,100.24409119461795,29.57911007423472,2.1258165422061266,1.0,6.018043833877563,4.997114704579704,0.0
625,32.79252017402325,14.720638026247931,1.213167807705071,1.0,3.215134740126938,1.1707906795822791,2.8179793691995825e-17
626,32.79252017402325,14.720638026247931,1.213167807705071,1.0,3.215134740126938,1.1707906795822791,2.8179793691995825e-17
627,29.210011579125773,12.778599674087504,1.1219029342549653,1.0,2.934843830751875,0.7881582770825366,3.0997773061195406e-17
628,29.210011579125773,12.778599674087504,1.1219029342549653,1.0,2.934843830751875,0.7881582770825366,3.0997773061195406e-17
629,29.09435663351893,12.565155137277632,1.1127764469099548,1.0,2.906814739814369,0.7498950368325623,3.1279570998115366e-17
630,29.09435663351893,12.565155137277632,1.1127764469099548,1.0,2.906814739814369,0.7498950368325623,3.1279570998115366e-17
631,29.08854563869377,12.543585732266424,1.1118637981754538,1.0,2.9040118307206186,0.7460687128075649,3.1307750791807364e-17
632,29.08854563869377,12.543585732266424,1.1118637981754538,1.0,2.9040118307206186,0.7460687128075649,3.1307750791807364e-17
