Number,ALICE+CMS Error,ATLAS Error,q,T,xx,yy,zz
92,36.93451012140319,19.402095057557638,1.5922346948620518,0.9103294644882288,6.309481233045399,0.6963321692855213,0.6518383712015844
93,36.934510025127054,19.402095531873258,1.5922346948620518,0.9103294644882288,6.309481218144238,0.6963321841866825,0.6518383712015844
94,36.9345102347153,19.402096281906374,1.5922346948620518,0.9103294644882288,6.309481218144238,0.6963321692855213,0.6518383861027456
95,36.934510110358794,19.402095153438108,1.5922346948620518,0.9103294644882288,6.309481218144238,0.6963321692855213,0.6518383712015844
96,36.93451011371474,19.402095231552853,1.592234709763213,0.9103294644882288,6.309481218144238,0.6963321692855213,0.6518383712015844
97,36.9345096826371,19.402095443159762,1.5922346948620518,0.91032947938939,6.309481218144238,0.6963321692855213,0.6518383712015844
98,36.93451012140319,19.402095057557638,1.5922346948620518,0.9103294644882288,6.309481233045399,0.6963321692855213,0.6518383712015844
99,36.934510025127054,19.402095531873258,1.5922346948620518,0.9103294644882288,6.309481218144238,0.6963321841866825,0.6518383712015844
100,36.9345102347153,19.402096281906374,1.5922346948620518,0.9103294644882288,6.309481218144238,0.6963321692855213,0.6518383861027456
101,40.894779982103486,23.08199451938288,1.8569604557255421,0.9999999999999998,6.472052293423188,0.9661353987350523,0.592173549715334
102,40.894779982103486,23.08199451938288,1.8569604557255421,0.9999999999999998,6.472052293423188,0.9661353987350523,0.592173549715334
103,36.316779135431815,20.534755280784672,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823556758773
104,36.316779135431815,20.534755280784672,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823556758773
105,36.31677937890358,20.534755372737155,1.663473352913404,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823556758773
106,36.316778680789824,20.5347555336157,1.6634733380122428,0.9344601392072067,6.353229672320226,0.7689371772788143,0.6357823556758773
107,36.316779175215146,20.534755188221045,1.6634733380122428,0.9344601243060455,6.353229687221387,0.7689371772788143,0.6357823556758773
108,36.31677898481204,20.534755634968477,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371921799755,0.6357823556758773
109,36.31677874228799,20.534756418336855,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823705770385
110,36.316779135431815,20.534755280784672,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823556758773
111,36.31677937890358,20.534755372737155,1.663473352913404,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823556758773
112,36.316778680789824,20.5347555336157,1.6634733380122428,0.9344601392072067,6.353229672320226,0.7689371772788143,0.6357823556758773
113,36.316779175215146,20.534755188221045,1.6634733380122428,0.9344601243060455,6.353229687221387,0.7689371772788143,0.6357823556758773
114,36.31677898481204,20.534755634968477,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371921799755,0.6357823556758773
115,36.31677874228799,20.534756418336855,1.6634733380122428,0.9344601243060455,6.353229672320226,0.7689371772788143,0.6357823705770385
116,33.01614854423143,20.245768781311163,1.4988205245238826,1.0,7.6046158843342555,1.079197878252581,0.6011602472430307
117,33.01614854423143,20.245768781311163,1.4988205245238826,1.0,7.6046158843342555,1.079197878252581,0.6011602472430307
118,33.01614870823765,20.245768262028278,1.4988205394250438,1.0,7.6046158843342555,1.079197878252581,0.6011602472430307
119,33.016148857890016,20.245767849095337,1.4988205245238826,0.9999999850988388,7.6046158843342555,1.079197878252581,0.6011602472430307
120,33.01614856467967,20.245768625033612,1.4988205245238826,1.0,7.604615899235417,1.079197878252581,0.6011602472430307
121,33.01614843518291,20.245769494392558,1.4988205245238826,1.0,7.6046158843342555,1.0791978931537423,0.6011602472430307
122,33.01614838039063,20.245771048549415,1.4988205245238826,1.0,7.6046158843342555,1.079197878252581,0.6011602621441919
123,33.01614854423143,20.245768781311163,1.4988205245238826,1.0,7.6046158843342555,1.079197878252581,0.6011602472430307
124,33.01614870823765,20.245768262028278,1.4988205394250438,1.0,7.6046158843342555,1.079197878252581,0.6011602472430307
