#: table_doi: 10.17182/hepdata.91996.v2/t14
#: name: Table 14
#: description: Average transverse momentum as a function of event multiplicity in pp collisions at 13 TeV. Results for the 60-70% spherocity class are presented. Spherocty-dependent uncertainties are indicated as uncorrelated.
#: data_file: data14.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
<dNch/dEta>,<dNch/dEta> LOW,<dNch/dEta> HIGH,<pT> [GEV/C],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
15.9375,15.625,16.25,6.77e-01,8.80e-05,-8.80e-05,1.88e-02,-1.88e-02,1.21e-02,-1.21e-02
16.5625,16.25,16.875,6.82e-01,9.00e-05,-9.00e-05,2.00e-02,-2.00e-02,1.38e-02,-1.38e-02
17.1875,16.875,17.5,6.86e-01,9.22e-05,-9.22e-05,1.97e-02,-1.97e-02,1.33e-02,-1.33e-02
17.8125,17.5,18.125,6.90e-01,9.45e-05,-9.45e-05,1.97e-02,-1.97e-02,1.31e-02,-1.31e-02
18.4375,18.125,18.75,6.95e-01,9.71e-05,-9.71e-05,2.00e-02,-2.00e-02,1.34e-02,-1.34e-02
19.0625,18.75,19.375,6.99e-01,9.98e-05,-9.98e-05,2.02e-02,-2.02e-02,1.34e-02,-1.34e-02
19.6875,19.375,20.0,7.03e-01,1.02e-04,-1.02e-04,2.00e-02,-2.00e-02,1.32e-02,-1.32e-02
20.3125,20.0,20.625,7.07e-01,1.06e-04,-1.06e-04,1.95e-02,-1.95e-02,1.21e-02,-1.21e-02
20.9375,20.625,21.25,7.11e-01,1.09e-04,-1.09e-04,1.98e-02,-1.98e-02,1.27e-02,-1.27e-02
21.5625,21.25,21.875,7.14e-01,1.12e-04,-1.12e-04,2.06e-02,-2.06e-02,1.37e-02,-1.37e-02
22.1875,21.875,22.5,7.18e-01,1.16e-04,-1.16e-04,2.02e-02,-2.02e-02,1.24e-02,-1.24e-02
22.8125,22.5,23.125,7.21e-01,1.20e-04,-1.20e-04,2.03e-02,-2.03e-02,1.28e-02,-1.28e-02
23.4375,23.125,23.75,7.25e-01,1.24e-04,-1.24e-04,2.05e-02,-2.05e-02,1.34e-02,-1.34e-02
24.0625,23.75,24.375,7.28e-01,1.28e-04,-1.28e-04,2.07e-02,-2.07e-02,1.28e-02,-1.28e-02
24.6875,24.375,25.0,7.31e-01,1.33e-04,-1.33e-04,2.09e-02,-2.09e-02,1.30e-02,-1.30e-02
25.3125,25.0,25.625,7.35e-01,1.38e-04,-1.38e-04,2.10e-02,-2.10e-02,1.34e-02,-1.34e-02
25.9375,25.625,26.25,7.38e-01,1.44e-04,-1.44e-04,2.12e-02,-2.12e-02,1.35e-02,-1.35e-02
26.5625,26.25,26.875,7.41e-01,1.49e-04,-1.49e-04,2.13e-02,-2.13e-02,1.37e-02,-1.37e-02
27.1875,26.875,27.5,7.44e-01,1.55e-04,-1.55e-04,2.15e-02,-2.15e-02,1.38e-02,-1.38e-02
27.8125,27.5,28.125,7.47e-01,1.62e-04,-1.62e-04,2.16e-02,-2.16e-02,1.39e-02,-1.39e-02
28.4375,28.125,28.75,7.50e-01,1.68e-04,-1.68e-04,2.18e-02,-2.18e-02,1.40e-02,-1.40e-02
29.0625,28.75,29.375,7.53e-01,1.76e-04,-1.76e-04,2.19e-02,-2.19e-02,1.42e-02,-1.42e-02
29.6875,29.375,30.0,7.55e-01,1.83e-04,-1.83e-04,2.21e-02,-2.21e-02,1.43e-02,-1.43e-02
30.3125,30.0,30.625,7.58e-01,1.91e-04,-1.91e-04,2.22e-02,-2.22e-02,1.44e-02,-1.44e-02
30.9375,30.625,31.25,7.61e-01,2.01e-04,-2.01e-04,2.24e-02,-2.24e-02,1.45e-02,-1.45e-02
31.5625,31.25,31.875,7.63e-01,2.10e-04,-2.10e-04,2.25e-02,-2.25e-02,1.46e-02,-1.46e-02
32.1875,31.875,32.5,7.66e-01,2.20e-04,-2.20e-04,2.26e-02,-2.26e-02,1.47e-02,-1.47e-02
32.8125,32.5,33.125,7.69e-01,2.32e-04,-2.32e-04,2.28e-02,-2.28e-02,1.48e-02,-1.48e-02
33.4375,33.125,33.75,7.71e-01,2.43e-04,-2.43e-04,2.29e-02,-2.29e-02,1.50e-02,-1.50e-02
34.0625,33.75,34.375,7.74e-01,2.56e-04,-2.56e-04,2.31e-02,-2.31e-02,1.51e-02,-1.51e-02
34.6875,34.375,35.0,7.77e-01,2.69e-04,-2.69e-04,2.32e-02,-2.32e-02,1.52e-02,-1.52e-02
35.3125,35.0,35.625,7.79e-01,2.82e-04,-2.82e-04,2.33e-02,-2.33e-02,1.53e-02,-1.53e-02
35.9375,35.625,36.25,7.82e-01,2.98e-04,-2.98e-04,2.35e-02,-2.35e-02,1.55e-02,-1.55e-02
36.5625,36.25,36.875,7.84e-01,3.13e-04,-3.13e-04,2.36e-02,-2.36e-02,1.56e-02,-1.56e-02
37.1875,36.875,37.5,7.86e-01,3.29e-04,-3.29e-04,2.38e-02,-2.38e-02,1.57e-02,-1.57e-02
37.8125,37.5,38.125,7.89e-01,3.48e-04,-3.48e-04,2.39e-02,-2.39e-02,1.58e-02,-1.58e-02
38.4375,38.125,38.75,7.91e-01,3.68e-04,-3.68e-04,2.41e-02,-2.41e-02,1.59e-02,-1.59e-02
39.0625,38.75,39.375,7.94e-01,3.88e-04,-3.88e-04,2.42e-02,-2.42e-02,1.60e-02,-1.60e-02
39.6875,39.375,40.0,7.96e-01,4.11e-04,-4.11e-04,2.43e-02,-2.43e-02,1.62e-02,-1.62e-02
40.3125,40.0,40.625,7.99e-01,4.35e-04,-4.35e-04,2.45e-02,-2.45e-02,1.63e-02,-1.63e-02
40.9375,40.625,41.25,8.01e-01,4.59e-04,-4.59e-04,2.46e-02,-2.46e-02,1.64e-02,-1.64e-02
41.5625,41.25,41.875,8.03e-01,4.87e-04,-4.87e-04,2.48e-02,-2.48e-02,1.65e-02,-1.65e-02
42.1875,41.875,42.5,8.05e-01,5.15e-04,-5.15e-04,2.49e-02,-2.49e-02,1.66e-02,-1.66e-02
42.8125,42.5,43.125,8.07e-01,5.45e-04,-5.45e-04,2.51e-02,-2.51e-02,1.67e-02,-1.67e-02
43.4375,43.125,43.75,8.09e-01,5.77e-04,-5.77e-04,2.52e-02,-2.52e-02,1.68e-02,-1.68e-02
44.0625,43.75,44.375,8.11e-01,6.12e-04,-6.12e-04,2.53e-02,-2.53e-02,1.69e-02,-1.69e-02
44.6875,44.375,45.0,8.13e-01,6.50e-04,-6.50e-04,2.54e-02,-2.54e-02,1.70e-02,-1.70e-02
45.3125,45.0,45.625,8.15e-01,6.89e-04,-6.89e-04,2.55e-02,-2.55e-02,1.71e-02,-1.71e-02
45.9375,45.625,46.25,8.17e-01,7.33e-04,-7.33e-04,2.56e-02,-2.56e-02,1.72e-02,-1.72e-02
46.5625,46.25,46.875,8.19e-01,7.81e-04,-7.81e-04,2.57e-02,-2.57e-02,1.73e-02,-1.73e-02
47.1875,46.875,47.5,8.21e-01,8.30e-04,-8.30e-04,2.58e-02,-2.58e-02,1.74e-02,-1.74e-02
47.8125,47.5,48.125,8.23e-01,8.86e-04,-8.86e-04,2.59e-02,-2.59e-02,1.74e-02,-1.74e-02
48.4375,48.125,48.75,8.25e-01,9.40e-04,-9.40e-04,2.60e-02,-2.60e-02,1.75e-02,-1.75e-02
49.0625,48.75,49.375,8.26e-01,1.00e-03,-1.00e-03,2.61e-02,-2.61e-02,1.76e-02,-1.76e-02
49.6875,49.375,50.0,8.28e-01,1.07e-03,-1.07e-03,2.62e-02,-2.62e-02,1.77e-02,-1.77e-02

