#: table_doi: 10.17182/hepdata.91996.v2/t2
#: name: Table 2
#: description: Transverse momentum spectra as a function of the event multiplicity for pp collisions at 5.02 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.
#: data_file: data2.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,5.02
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (X')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
11.5,10.0,13.0,1.737e-04,2.753e-06,-2.753e-06,1.187e-05,-1.187e-05,9.869e-06,-9.869e-06
16.5,13.0,20.0,3.103e-05,7.604e-07,-7.604e-07,2.307e-06,-2.307e-06,1.755e-06,-1.755e-06

#: SQRT(S) [TEV],,,5.02
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (VI')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,2.763e+01,1.804e-02,-1.804e-02,1.051e+00,-1.051e+00,6.844e-01,-6.844e-01
0.225,0.2,0.25,2.734e+01,1.291e-02,-1.291e-02,9.607e-01,-9.607e-01,6.756e-01,-6.756e-01
0.275,0.25,0.3,2.536e+01,1.211e-02,-1.211e-02,8.987e-01,-8.987e-01,6.263e-01,-6.263e-01
0.32499999999999996,0.3,0.35,2.322e+01,1.143e-02,-1.143e-02,8.902e-01,-8.902e-01,5.760e-01,-5.760e-01
0.375,0.35,0.4,2.100e+01,1.073e-02,-1.073e-02,8.305e-01,-8.305e-01,5.220e-01,-5.220e-01
0.42500000000000004,0.4,0.45,1.885e+01,1.011e-02,-1.011e-02,7.801e-01,-7.801e-01,4.702e-01,-4.702e-01
0.475,0.45,0.5,1.687e+01,9.726e-03,-9.726e-03,7.188e-01,-7.188e-01,4.244e-01,-4.244e-01
0.525,0.5,0.55,1.512e+01,9.483e-03,-9.483e-03,6.636e-01,-6.636e-01,3.825e-01,-3.825e-01
0.575,0.55,0.6,1.357e+01,9.172e-03,-9.172e-03,6.115e-01,-6.115e-01,3.453e-01,-3.453e-01
0.625,0.6,0.65,1.213e+01,8.870e-03,-8.870e-03,5.451e-01,-5.451e-01,3.098e-01,-3.098e-01
0.675,0.65,0.7,1.092e+01,8.634e-03,-8.634e-03,4.701e-01,-4.701e-01,2.815e-01,-2.815e-01
0.725,0.7,0.75,9.831e+00,8.335e-03,-8.335e-03,4.027e-01,-4.027e-01,2.563e-01,-2.563e-01
0.775,0.75,0.8,8.867e+00,8.042e-03,-8.042e-03,3.517e-01,-3.517e-01,2.326e-01,-2.326e-01
0.825,0.8,0.85,8.015e+00,7.761e-03,-7.761e-03,3.172e-01,-3.172e-01,2.132e-01,-2.132e-01
0.875,0.85,0.9,7.255e+00,7.485e-03,-7.485e-03,2.812e-01,-2.812e-01,1.940e-01,-1.940e-01
0.925,0.9,0.95,6.567e+00,7.210e-03,-7.210e-03,2.513e-01,-2.513e-01,1.782e-01,-1.782e-01
0.975,0.95,1.0,5.935e+00,6.872e-03,-6.872e-03,2.418e-01,-2.418e-01,1.628e-01,-1.628e-01
1.05,1.0,1.1,5.158e+00,4.501e-03,-4.501e-03,2.527e-01,-2.527e-01,1.845e-01,-1.845e-01
1.15,1.1,1.2,4.264e+00,4.050e-03,-4.050e-03,2.145e-01,-2.145e-01,1.554e-01,-1.554e-01
1.25,1.2,1.3,3.511e+00,3.631e-03,-3.631e-03,1.759e-01,-1.759e-01,1.316e-01,-1.316e-01
1.35,1.3,1.4,2.969e+00,3.344e-03,-3.344e-03,1.485e-01,-1.485e-01,1.117e-01,-1.117e-01
1.45,1.4,1.5,2.435e+00,2.992e-03,-2.992e-03,1.284e-01,-1.284e-01,9.890e-02,-9.890e-02
1.55,1.5,1.6,2.066e+00,2.761e-03,-2.761e-03,1.074e-01,-1.074e-01,8.245e-02,-8.245e-02
1.65,1.6,1.7,1.713e+00,2.490e-03,-2.490e-03,9.386e-02,-9.386e-02,7.391e-02,-7.391e-02
1.75,1.7,1.8,1.459e+00,2.301e-03,-2.301e-03,7.913e-02,-7.913e-02,6.226e-02,-6.226e-02
1.85,1.8,1.9,1.216e+00,2.084e-03,-2.084e-03,7.122e-02,-7.122e-02,5.752e-02,-5.752e-02
1.95,1.9,2.0,1.033e+00,1.921e-03,-1.921e-03,6.062e-02,-6.062e-02,4.866e-02,-4.866e-02
2.1,2.0,2.2,8.046e-01,1.191e-03,-1.191e-03,4.668e-02,-4.668e-02,3.792e-02,-3.792e-02
2.3,2.2,2.4,5.804e-01,1.007e-03,-1.007e-03,3.398e-02,-3.398e-02,2.746e-02,-2.746e-02
2.5,2.4,2.6,4.264e-01,8.596e-04,-8.596e-04,2.487e-02,-2.487e-02,2.017e-02,-2.017e-02
2.7,2.6,2.8,3.158e-01,7.363e-04,-7.363e-04,1.858e-02,-1.858e-02,1.492e-02,-1.492e-02
2.9,2.8,3.0,2.350e-01,6.322e-04,-6.322e-04,1.385e-02,-1.385e-02,1.108e-02,-1.108e-02
3.1,3.0,3.2,1.768e-01,5.472e-04,-5.472e-04,1.051e-02,-1.051e-02,8.337e-03,-8.337e-03
3.3,3.2,3.4,1.348e-01,4.740e-04,-4.740e-04,7.961e-03,-7.961e-03,6.372e-03,-6.372e-03
3.5,3.4,3.6,1.039e-01,4.167e-04,-4.167e-04,6.116e-03,-6.116e-03,4.916e-03,-4.916e-03
3.7,3.6,3.8,8.024e-02,3.630e-04,-3.630e-04,4.692e-03,-4.692e-03,3.797e-03,-3.797e-03
3.9,3.8,4.0,6.315e-02,3.213e-04,-3.213e-04,3.688e-03,-3.688e-03,2.985e-03,-2.985e-03
4.25,4.0,4.5,4.201e-02,1.647e-04,-1.647e-04,2.460e-03,-2.460e-03,1.997e-03,-1.997e-03
4.75,4.5,5.0,2.468e-02,1.259e-04,-1.259e-04,1.438e-03,-1.438e-03,1.168e-03,-1.168e-03
5.25,5.0,5.5,1.496e-02,9.701e-05,-9.701e-05,8.679e-04,-8.679e-04,7.111e-04,-7.111e-04
5.75,5.5,6.0,9.507e-03,7.732e-05,-7.732e-05,5.503e-04,-5.503e-04,4.509e-04,-4.509e-04
6.25,6.0,6.5,6.077e-03,6.077e-05,-6.077e-05,3.616e-04,-3.616e-04,2.916e-04,-2.916e-04
6.75,6.5,7.0,4.188e-03,5.045e-05,-5.045e-05,2.442e-04,-2.442e-04,1.995e-04,-1.995e-04
7.5,7.0,8.0,2.556e-03,2.787e-05,-2.787e-05,1.516e-04,-1.516e-04,1.222e-04,-1.222e-04
9.0,8.0,10.0,1.021e-03,1.236e-05,-1.236e-05,6.099e-05,-6.099e-05,4.920e-05,-4.920e-05
11.5,10.0,13.0,3.115e-04,5.514e-06,-5.514e-06,2.138e-05,-2.138e-05,1.640e-05,-1.640e-05
16.5,13.0,20.0,5.577e-05,1.525e-06,-1.525e-06,4.161e-06,-4.161e-06,2.996e-06,-2.996e-06

#: SQRT(S) [TEV],,,5.02
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (V')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,3.279e+01,3.041e-02,-3.041e-02,1.242e+00,-1.242e+00,8.108e-01,-8.108e-01
0.225,0.2,0.25,3.229e+01,2.170e-02,-2.170e-02,1.139e+00,-1.139e+00,7.984e-01,-7.984e-01
0.275,0.25,0.3,2.988e+01,2.034e-02,-2.034e-02,1.058e+00,-1.058e+00,7.385e-01,-7.385e-01
0.32499999999999996,0.3,0.35,2.738e+01,1.920e-02,-1.920e-02,1.065e+00,-1.065e+00,6.815e-01,-6.815e-01
0.375,0.35,0.4,2.479e+01,1.804e-02,-1.804e-02,9.812e-01,-9.812e-01,6.166e-01,-6.166e-01
0.42500000000000004,0.4,0.45,2.235e+01,1.702e-02,-1.702e-02,9.376e-01,-9.376e-01,5.622e-01,-5.622e-01
0.475,0.45,0.5,2.008e+01,1.641e-02,-1.641e-02,8.522e-01,-8.522e-01,5.039e-01,-5.039e-01
0.525,0.5,0.55,1.807e+01,1.604e-02,-1.604e-02,8.013e-01,-8.013e-01,4.596e-01,-4.596e-01
0.575,0.55,0.6,1.623e+01,1.552e-02,-1.552e-02,7.323e-01,-7.323e-01,4.132e-01,-4.132e-01
0.625,0.6,0.65,1.458e+01,1.504e-02,-1.504e-02,6.611e-01,-6.611e-01,3.737e-01,-3.737e-01
0.675,0.65,0.7,1.317e+01,1.467e-02,-1.467e-02,5.811e-01,-5.811e-01,3.452e-01,-3.452e-01
0.725,0.7,0.75,1.193e+01,1.420e-02,-1.420e-02,4.876e-01,-4.876e-01,3.106e-01,-3.106e-01
0.775,0.75,0.8,1.079e+01,1.372e-02,-1.372e-02,4.287e-01,-4.287e-01,2.832e-01,-2.832e-01
0.825,0.8,0.85,9.795e+00,1.327e-02,-1.327e-02,4.024e-01,-4.024e-01,2.686e-01,-2.686e-01
0.875,0.85,0.9,8.863e+00,1.280e-02,-1.280e-02,3.461e-01,-3.461e-01,2.376e-01,-2.376e-01
0.925,0.9,0.95,8.073e+00,1.237e-02,-1.237e-02,3.161e-01,-3.161e-01,2.222e-01,-2.222e-01
0.975,0.95,1.0,7.341e+00,1.182e-02,-1.182e-02,3.038e-01,-3.038e-01,2.031e-01,-2.031e-01
1.05,1.0,1.1,6.399e+00,7.754e-03,-7.754e-03,3.147e-01,-3.147e-01,2.286e-01,-2.286e-01
1.15,1.1,1.2,5.322e+00,6.998e-03,-6.998e-03,2.696e-01,-2.696e-01,1.948e-01,-1.948e-01
1.25,1.2,1.3,4.406e+00,6.292e-03,-6.292e-03,2.220e-01,-2.220e-01,1.655e-01,-1.655e-01
1.35,1.3,1.4,3.758e+00,5.820e-03,-5.820e-03,1.885e-01,-1.885e-01,1.414e-01,-1.414e-01
1.45,1.4,1.5,3.108e+00,5.229e-03,-5.229e-03,1.629e-01,-1.629e-01,1.250e-01,-1.250e-01
1.55,1.5,1.6,2.640e+00,4.829e-03,-4.829e-03,1.376e-01,-1.376e-01,1.056e-01,-1.056e-01
1.65,1.6,1.7,2.200e+00,4.365e-03,-4.365e-03,1.198e-01,-1.198e-01,9.452e-02,-9.452e-02
1.75,1.7,1.8,1.893e+00,4.055e-03,-4.055e-03,1.029e-01,-1.029e-01,8.117e-02,-8.117e-02
1.85,1.8,1.9,1.583e+00,3.678e-03,-3.678e-03,9.254e-02,-9.254e-02,7.491e-02,-7.491e-02
1.95,1.9,2.0,1.347e+00,3.394e-03,-3.394e-03,7.885e-02,-7.885e-02,6.359e-02,-6.359e-02
2.1,2.0,2.2,1.059e+00,2.114e-03,-2.114e-03,6.129e-02,-6.129e-02,4.990e-02,-4.990e-02
2.3,2.2,2.4,7.748e-01,1.800e-03,-1.800e-03,4.535e-02,-4.535e-02,3.657e-02,-3.657e-02
2.5,2.4,2.6,5.705e-01,1.538e-03,-1.538e-03,3.332e-02,-3.332e-02,2.698e-02,-2.698e-02
2.7,2.6,2.8,4.253e-01,1.322e-03,-1.322e-03,2.502e-02,-2.502e-02,2.008e-02,-2.008e-02
2.9,2.8,3.0,3.192e-01,1.140e-03,-1.140e-03,1.895e-02,-1.895e-02,1.510e-02,-1.510e-02
3.1,3.0,3.2,2.431e-01,9.927e-04,-9.927e-04,1.449e-02,-1.449e-02,1.147e-02,-1.147e-02
3.3,3.2,3.4,1.837e-01,8.558e-04,-8.558e-04,1.086e-02,-1.086e-02,8.684e-03,-8.684e-03
3.5,3.4,3.6,1.448e-01,7.610e-04,-7.610e-04,8.565e-03,-8.565e-03,6.864e-03,-6.864e-03
3.7,3.6,3.8,1.105e-01,6.590e-04,-6.590e-04,6.559e-03,-6.559e-03,5.280e-03,-5.280e-03
3.9,3.8,4.0,8.782e-02,5.862e-04,-5.862e-04,5.175e-03,-5.175e-03,4.160e-03,-4.160e-03
4.25,4.0,4.5,5.958e-02,3.034e-04,-3.034e-04,3.474e-03,-3.474e-03,2.816e-03,-2.816e-03
4.75,4.5,5.0,3.499e-02,2.319e-04,-2.319e-04,2.048e-03,-2.048e-03,1.656e-03,-1.656e-03
5.25,5.0,5.5,2.140e-02,1.794e-04,-1.794e-04,1.286e-03,-1.286e-03,1.035e-03,-1.035e-03
5.75,5.5,6.0,1.370e-02,1.436e-04,-1.436e-04,8.107e-04,-8.107e-04,6.524e-04,-6.524e-04
6.25,6.0,6.5,8.700e-03,1.125e-04,-1.125e-04,5.032e-04,-5.032e-04,4.112e-04,-4.112e-04
6.75,6.5,7.0,6.122e-03,9.434e-05,-9.434e-05,3.555e-04,-3.555e-04,2.909e-04,-2.909e-04
7.5,7.0,8.0,3.718e-03,5.199e-05,-5.199e-05,2.177e-04,-2.177e-04,1.767e-04,-1.767e-04
9.0,8.0,10.0,1.600e-03,2.394e-05,-2.394e-05,1.071e-04,-1.071e-04,8.638e-05,-8.638e-05
11.5,10.0,13.0,4.769e-04,1.055e-05,-1.055e-05,3.292e-05,-3.292e-05,2.524e-05,-2.524e-05
16.5,13.0,20.0,9.647e-05,3.102e-06,-3.102e-06,6.949e-06,-6.949e-06,4.973e-06,-4.973e-06

#: SQRT(S) [TEV],,,5.02
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (IV')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,3.773e+01,5.205e-02,-5.205e-02,1.471e+00,-1.471e+00,9.357e-01,-9.357e-01
0.225,0.2,0.25,3.707e+01,3.711e-02,-3.711e-02,1.314e+00,-1.314e+00,9.171e-01,-9.171e-01
0.275,0.25,0.3,3.422e+01,3.475e-02,-3.475e-02,1.224e+00,-1.224e+00,8.476e-01,-8.476e-01
0.32499999999999996,0.3,0.35,3.148e+01,3.285e-02,-3.285e-02,1.218e+00,-1.218e+00,7.808e-01,-7.808e-01
0.375,0.35,0.4,2.853e+01,3.088e-02,-3.088e-02,1.132e+00,-1.132e+00,7.103e-01,-7.103e-01
0.42500000000000004,0.4,0.45,2.570e+01,2.913e-02,-2.913e-02,1.074e+00,-1.074e+00,6.448e-01,-6.448e-01
0.475,0.45,0.5,2.315e+01,2.813e-02,-2.813e-02,9.871e-01,-9.871e-01,5.820e-01,-5.820e-01
0.525,0.5,0.55,2.083e+01,2.748e-02,-2.748e-02,9.137e-01,-9.137e-01,5.273e-01,-5.273e-01
0.575,0.55,0.6,1.888e+01,2.671e-02,-2.671e-02,8.530e-01,-8.530e-01,4.819e-01,-4.819e-01
0.625,0.6,0.65,1.701e+01,2.593e-02,-2.593e-02,7.690e-01,-7.690e-01,4.361e-01,-4.361e-01
0.675,0.65,0.7,1.544e+01,2.535e-02,-2.535e-02,6.806e-01,-6.806e-01,4.043e-01,-4.043e-01
0.725,0.7,0.75,1.396e+01,2.452e-02,-2.452e-02,5.972e-01,-5.972e-01,3.783e-01,-3.783e-01
0.775,0.75,0.8,1.267e+01,2.374e-02,-2.374e-02,5.051e-01,-5.051e-01,3.326e-01,-3.326e-01
0.825,0.8,0.85,1.153e+01,2.298e-02,-2.298e-02,4.613e-01,-4.613e-01,3.090e-01,-3.090e-01
0.875,0.85,0.9,1.049e+01,2.222e-02,-2.222e-02,4.146e-01,-4.146e-01,2.842e-01,-2.842e-01
0.925,0.9,0.95,9.615e+00,2.154e-02,-2.154e-02,3.735e-01,-3.735e-01,2.633e-01,-2.633e-01
0.975,0.95,1.0,8.725e+00,2.057e-02,-2.057e-02,3.843e-01,-3.843e-01,2.594e-01,-2.594e-01
1.05,1.0,1.1,7.636e+00,1.352e-02,-1.352e-02,3.844e-01,-3.844e-01,2.782e-01,-2.782e-01
1.15,1.1,1.2,6.379e+00,1.223e-02,-1.223e-02,3.219e-01,-3.219e-01,2.336e-01,-2.336e-01
1.25,1.2,1.3,5.307e+00,1.102e-02,-1.102e-02,2.721e-01,-2.721e-01,2.015e-01,-2.015e-01
1.35,1.3,1.4,4.550e+00,1.022e-02,-1.022e-02,2.284e-01,-2.284e-01,1.712e-01,-1.712e-01
1.45,1.4,1.5,3.776e+00,9.200e-03,-9.200e-03,2.006e-01,-2.006e-01,1.544e-01,-1.544e-01
1.55,1.5,1.6,3.237e+00,8.533e-03,-8.533e-03,1.693e-01,-1.693e-01,1.291e-01,-1.291e-01
1.65,1.6,1.7,2.711e+00,7.733e-03,-7.733e-03,1.478e-01,-1.478e-01,1.171e-01,-1.171e-01
1.75,1.7,1.8,2.328e+00,7.178e-03,-7.178e-03,1.265e-01,-1.265e-01,9.968e-02,-9.968e-02
1.85,1.8,1.9,1.960e+00,6.531e-03,-6.531e-03,1.154e-01,-1.154e-01,9.318e-02,-9.318e-02
1.95,1.9,2.0,1.687e+00,6.061e-03,-6.061e-03,9.886e-02,-9.886e-02,7.955e-02,-7.955e-02
2.1,2.0,2.2,1.326e+00,3.775e-03,-3.775e-03,7.727e-02,-7.727e-02,6.304e-02,-6.304e-02
2.3,2.2,2.4,9.747e-01,3.221e-03,-3.221e-03,5.748e-02,-5.748e-02,4.635e-02,-4.635e-02
2.5,2.4,2.6,7.205e-01,2.759e-03,-2.759e-03,4.234e-02,-4.234e-02,3.422e-02,-3.422e-02
2.7,2.6,2.8,5.452e-01,2.388e-03,-2.388e-03,3.219e-02,-3.219e-02,2.580e-02,-2.580e-02
2.9,2.8,3.0,4.108e-01,2.064e-03,-2.064e-03,2.476e-02,-2.476e-02,1.971e-02,-1.971e-02
3.1,3.0,3.2,3.124e-01,1.796e-03,-1.796e-03,1.849e-02,-1.849e-02,1.478e-02,-1.478e-02
3.3,3.2,3.4,2.383e-01,1.556e-03,-1.556e-03,1.417e-02,-1.417e-02,1.135e-02,-1.135e-02
3.5,3.4,3.6,1.893e-01,1.389e-03,-1.389e-03,1.120e-02,-1.120e-02,9.012e-03,-9.012e-03
3.7,3.6,3.8,1.442e-01,1.202e-03,-1.202e-03,8.445e-03,-8.445e-03,6.813e-03,-6.813e-03
3.9,3.8,4.0,1.144e-01,1.068e-03,-1.068e-03,6.775e-03,-6.775e-03,5.455e-03,-5.455e-03
4.25,4.0,4.5,7.959e-02,5.596e-04,-5.596e-04,4.637e-03,-4.637e-03,3.792e-03,-3.792e-03
4.75,4.5,5.0,4.726e-02,4.301e-04,-4.301e-04,2.748e-03,-2.748e-03,2.245e-03,-2.245e-03
5.25,5.0,5.5,2.877e-02,3.321e-04,-3.321e-04,1.718e-03,-1.718e-03,1.380e-03,-1.380e-03
5.75,5.5,6.0,1.904e-02,2.701e-04,-2.701e-04,1.148e-03,-1.148e-03,9.220e-04,-9.220e-04
6.25,6.0,6.5,1.218e-02,2.124e-04,-2.124e-04,7.601e-04,-7.601e-04,6.043e-04,-6.043e-04
6.75,6.5,7.0,8.402e-03,1.764e-04,-1.764e-04,5.318e-04,-5.318e-04,4.228e-04,-4.228e-04
7.5,7.0,8.0,5.078e-03,9.696e-05,-9.696e-05,3.260e-04,-3.260e-04,2.592e-04,-2.592e-04
9.0,8.0,10.0,2.212e-03,4.491e-05,-4.491e-05,1.423e-04,-1.423e-04,1.143e-04,-1.143e-04
11.5,10.0,13.0,6.945e-04,2.032e-05,-2.032e-05,4.488e-05,-4.488e-05,3.440e-05,-3.440e-05
16.5,13.0,20.0,1.455e-04,6.080e-06,-6.080e-06,1.078e-05,-1.078e-05,7.717e-06,-7.717e-06

#: SQRT(S) [TEV],,,5.02
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (III')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,4.273e+01,9.101e-02,-9.101e-02,1.758e+00,-1.758e+00,1.110e+00,-1.110e+00
0.225,0.2,0.25,4.160e+01,6.458e-02,-6.458e-02,1.457e+00,-1.457e+00,1.028e+00,-1.028e+00
0.275,0.25,0.3,3.836e+01,6.044e-02,-6.044e-02,1.351e+00,-1.351e+00,9.495e-01,-9.495e-01
0.32499999999999996,0.3,0.35,3.539e+01,5.722e-02,-5.722e-02,1.376e+00,-1.376e+00,8.799e-01,-8.799e-01
0.375,0.35,0.4,3.203e+01,5.375e-02,-5.375e-02,1.272e+00,-1.272e+00,8.008e-01,-8.008e-01
0.42500000000000004,0.4,0.45,2.909e+01,5.093e-02,-5.093e-02,1.211e+00,-1.211e+00,7.290e-01,-7.290e-01
0.475,0.45,0.5,2.617e+01,4.913e-02,-4.913e-02,1.115e+00,-1.115e+00,6.586e-01,-6.586e-01
0.525,0.5,0.55,2.366e+01,4.812e-02,-4.812e-02,1.035e+00,-1.035e+00,5.994e-01,-5.994e-01
0.575,0.55,0.6,2.146e+01,4.679e-02,-4.679e-02,9.759e-01,-9.759e-01,5.490e-01,-5.490e-01
0.625,0.6,0.65,1.937e+01,4.546e-02,-4.546e-02,8.838e-01,-8.838e-01,5.003e-01,-5.003e-01
0.675,0.65,0.7,1.759e+01,4.446e-02,-4.446e-02,7.881e-01,-7.881e-01,4.683e-01,-4.683e-01
0.725,0.7,0.75,1.596e+01,4.308e-02,-4.308e-02,6.840e-01,-6.840e-01,4.336e-01,-4.336e-01
0.775,0.75,0.8,1.454e+01,4.178e-02,-4.178e-02,5.809e-01,-5.809e-01,3.821e-01,-3.821e-01
0.825,0.8,0.85,1.331e+01,4.056e-02,-4.056e-02,5.316e-01,-5.316e-01,3.558e-01,-3.558e-01
0.875,0.85,0.9,1.210e+01,3.920e-02,-3.920e-02,4.728e-01,-4.728e-01,3.254e-01,-3.254e-01
0.925,0.9,0.95,1.113e+01,3.808e-02,-3.808e-02,4.336e-01,-4.336e-01,3.063e-01,-3.063e-01
0.975,0.95,1.0,1.011e+01,3.639e-02,-3.639e-02,4.495e-01,-4.495e-01,3.042e-01,-3.042e-01
1.05,1.0,1.1,8.865e+00,2.393e-02,-2.393e-02,4.379e-01,-4.379e-01,3.190e-01,-3.190e-01
1.15,1.1,1.2,7.457e+00,2.172e-02,-2.172e-02,3.787e-01,-3.787e-01,2.746e-01,-2.746e-01
1.25,1.2,1.3,6.253e+00,1.965e-02,-1.965e-02,3.168e-01,-3.168e-01,2.353e-01,-2.353e-01
1.35,1.3,1.4,5.374e+00,1.825e-02,-1.825e-02,2.693e-01,-2.693e-01,2.023e-01,-2.023e-01
1.45,1.4,1.5,4.493e+00,1.649e-02,-1.649e-02,2.384e-01,-2.384e-01,1.844e-01,-1.844e-01
1.55,1.5,1.6,3.861e+00,1.531e-02,-1.531e-02,2.024e-01,-2.024e-01,1.535e-01,-1.535e-01
1.65,1.6,1.7,3.243e+00,1.390e-02,-1.390e-02,1.754e-01,-1.754e-01,1.389e-01,-1.389e-01
1.75,1.7,1.8,2.785e+00,1.290e-02,-1.290e-02,1.514e-01,-1.514e-01,1.202e-01,-1.202e-01
1.85,1.8,1.9,2.346e+00,1.174e-02,-1.174e-02,1.384e-01,-1.384e-01,1.115e-01,-1.115e-01
1.95,1.9,2.0,2.040e+00,1.095e-02,-1.095e-02,1.199e-01,-1.199e-01,9.659e-02,-9.659e-02
2.1,2.0,2.2,1.605e+00,6.821e-03,-6.821e-03,9.253e-02,-9.253e-02,7.579e-02,-7.579e-02
2.3,2.2,2.4,1.188e+00,5.843e-03,-5.843e-03,7.056e-02,-7.056e-02,5.649e-02,-5.649e-02
2.5,2.4,2.6,8.873e-01,5.030e-03,-5.030e-03,5.286e-02,-5.286e-02,4.225e-02,-4.225e-02
2.7,2.6,2.8,6.702e-01,4.351e-03,-4.351e-03,3.962e-02,-3.962e-02,3.161e-02,-3.161e-02
2.9,2.8,3.0,5.087e-01,3.773e-03,-3.773e-03,2.989e-02,-2.989e-02,2.417e-02,-2.417e-02
3.1,3.0,3.2,3.930e-01,3.309e-03,-3.309e-03,2.342e-02,-2.342e-02,1.866e-02,-1.866e-02
3.3,3.2,3.4,2.990e-01,2.863e-03,-2.863e-03,1.789e-02,-1.789e-02,1.429e-02,-1.429e-02
3.5,3.4,3.6,2.355e-01,2.545e-03,-2.545e-03,1.395e-02,-1.395e-02,1.115e-02,-1.115e-02
3.7,3.6,3.8,1.838e-01,2.228e-03,-2.228e-03,1.090e-02,-1.090e-02,8.822e-03,-8.822e-03
3.9,3.8,4.0,1.475e-01,1.992e-03,-1.992e-03,8.756e-03,-8.756e-03,7.090e-03,-7.090e-03
4.25,4.0,4.5,1.020e-01,1.041e-03,-1.041e-03,5.951e-03,-5.951e-03,4.887e-03,-4.887e-03
4.75,4.5,5.0,6.068e-02,8.007e-04,-8.007e-04,3.581e-03,-3.581e-03,2.888e-03,-2.888e-03
5.25,5.0,5.5,3.741e-02,6.222e-04,-6.222e-04,2.236e-03,-2.236e-03,1.799e-03,-1.799e-03
5.75,5.5,6.0,2.423e-02,5.007e-04,-5.007e-04,1.438e-03,-1.438e-03,1.148e-03,-1.148e-03
6.25,6.0,6.5,1.600e-02,4.000e-04,-4.000e-04,9.317e-04,-9.317e-04,7.655e-04,-7.655e-04
6.75,6.5,7.0,1.082e-02,3.289e-04,-3.289e-04,6.384e-04,-6.384e-04,5.246e-04,-5.246e-04
7.5,7.0,8.0,7.080e-03,1.881e-04,-1.881e-04,4.155e-04,-4.155e-04,3.414e-04,-3.414e-04
9.0,8.0,10.0,3.106e-03,8.745e-05,-8.745e-05,1.944e-04,-1.944e-04,1.560e-04,-1.560e-04
11.5,10.0,13.0,1.013e-03,4.033e-05,-4.033e-05,6.509e-05,-6.509e-05,4.989e-05,-4.989e-05
16.5,13.0,20.0,2.002e-04,1.171e-05,-1.171e-05,1.401e-05,-1.401e-05,1.003e-05,-1.003e-05

#: SQRT(S) [TEV],,,5.02
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (II')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,4.836e+01,1.408e-01,-1.408e-01,1.885e+00,-1.885e+00,1.207e+00,-1.207e+00
0.225,0.2,0.25,4.742e+01,1.003e-01,-1.003e-01,1.682e+00,-1.682e+00,1.170e+00,-1.170e+00
0.275,0.25,0.3,4.360e+01,9.372e-02,-9.372e-02,1.541e+00,-1.541e+00,1.079e+00,-1.079e+00
0.32499999999999996,0.3,0.35,3.982e+01,8.829e-02,-8.829e-02,1.520e+00,-1.520e+00,9.875e-01,-9.875e-01
0.375,0.35,0.4,3.640e+01,8.335e-02,-8.335e-02,1.435e+00,-1.435e+00,9.009e-01,-9.009e-01
0.42500000000000004,0.4,0.45,3.307e+01,7.898e-02,-7.898e-02,1.384e+00,-1.384e+00,8.316e-01,-8.316e-01
0.475,0.45,0.5,2.985e+01,7.633e-02,-7.633e-02,1.270e+00,-1.270e+00,7.496e-01,-7.496e-01
0.525,0.5,0.55,2.707e+01,7.486e-02,-7.486e-02,1.186e+00,-1.186e+00,6.833e-01,-6.833e-01
0.575,0.55,0.6,2.452e+01,7.274e-02,-7.274e-02,1.113e+00,-1.113e+00,6.241e-01,-6.241e-01
