#: table_doi: 10.17182/hepdata.91996.v2/t3
#: name: Table 3
#: description: Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the signal in the VZERO detector. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.
#: data_file: data3.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (X')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
5.25,5.0,5.5,5.453e-03,4.716e-05,-4.716e-05,2.620e-04,-2.620e-04,2.070e-04,-2.070e-04
5.75,5.5,6.0,3.450e-03,3.751e-05,-3.751e-05,1.658e-04,-1.658e-04,1.309e-04,-1.309e-04
6.25,6.0,6.5,2.296e-03,3.000e-05,-3.000e-05,1.078e-04,-1.078e-04,8.674e-05,-8.674e-05
6.75,6.5,7.0,1.574e-03,2.484e-05,-2.484e-05,7.393e-05,-7.393e-05,5.946e-05,-5.946e-05
7.5,7.0,8.0,9.498e-04,1.364e-05,-1.364e-05,4.460e-05,-4.460e-05,3.588e-05,-3.588e-05
9.0,8.0,10.0,3.952e-04,6.151e-06,-6.151e-06,1.851e-05,-1.851e-05,1.503e-05,-1.503e-05
11.5,10.0,13.0,1.126e-04,2.651e-06,-2.651e-06,5.335e-06,-5.335e-06,4.320e-06,-4.320e-06
16.5,13.0,20.0,2.146e-05,7.563e-07,-7.563e-07,1.053e-06,-1.053e-06,8.171e-07,-8.171e-07

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (VI')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,1.595e+01,1.153e-02,-1.153e-02,4.596e-01,-4.596e-01,3.190e-01,-3.190e-01
0.225,0.2,0.25,1.581e+01,8.166e-03,-8.166e-03,3.806e-01,-3.806e-01,3.162e-01,-3.162e-01
0.275,0.25,0.3,1.494e+01,7.691e-03,-7.691e-03,3.609e-01,-3.609e-01,2.989e-01,-2.989e-01
0.32499999999999996,0.3,0.35,1.374e+01,7.261e-03,-7.261e-03,3.942e-01,-3.942e-01,2.748e-01,-2.748e-01
0.375,0.35,0.4,1.240e+01,6.803e-03,-6.803e-03,3.795e-01,-3.795e-01,2.481e-01,-2.481e-01
0.42500000000000004,0.4,0.45,1.110e+01,6.395e-03,-6.395e-03,3.688e-01,-3.688e-01,2.221e-01,-2.221e-01
0.475,0.45,0.5,9.905e+00,6.141e-03,-6.141e-03,3.434e-01,-3.434e-01,1.981e-01,-1.981e-01
0.525,0.5,0.55,8.799e+00,5.957e-03,-5.957e-03,3.220e-01,-3.220e-01,1.760e-01,-1.760e-01
0.575,0.55,0.6,7.849e+00,5.738e-03,-5.738e-03,3.008e-01,-3.008e-01,1.570e-01,-1.570e-01
0.625,0.6,0.65,6.983e+00,5.526e-03,-5.526e-03,2.681e-01,-2.681e-01,1.397e-01,-1.397e-01
0.675,0.65,0.7,6.242e+00,5.351e-03,-5.351e-03,2.256e-01,-2.256e-01,1.248e-01,-1.248e-01
0.725,0.7,0.75,5.593e+00,5.148e-03,-5.148e-03,1.992e-01,-1.992e-01,1.119e-01,-1.119e-01
0.775,0.75,0.8,5.008e+00,4.944e-03,-4.944e-03,1.732e-01,-1.732e-01,1.002e-01,-1.002e-01
0.825,0.8,0.85,4.495e+00,4.751e-03,-4.751e-03,1.537e-01,-1.537e-01,8.990e-02,-8.990e-02
0.875,0.85,0.9,4.046e+00,4.571e-03,-4.571e-03,1.360e-01,-1.360e-01,8.238e-02,-8.238e-02
0.925,0.9,0.95,3.630e+00,4.378e-03,-4.378e-03,1.199e-01,-1.199e-01,7.537e-02,-7.537e-02
0.975,0.95,1.0,3.272e+00,4.164e-03,-4.164e-03,1.172e-01,-1.172e-01,6.939e-02,-6.939e-02
1.05,1.0,1.1,2.811e+00,2.710e-03,-2.710e-03,1.066e-01,-1.066e-01,6.164e-02,-6.164e-02
1.15,1.1,1.2,2.304e+00,2.424e-03,-2.424e-03,9.078e-02,-9.078e-02,5.302e-02,-5.302e-02
1.25,1.2,1.3,1.869e+00,2.151e-03,-2.151e-03,7.249e-02,-7.249e-02,4.648e-02,-4.648e-02
1.35,1.3,1.4,1.577e+00,1.984e-03,-1.984e-03,6.117e-02,-6.117e-02,3.922e-02,-3.922e-02
1.45,1.4,1.5,1.277e+00,1.755e-03,-1.755e-03,5.191e-02,-5.191e-02,3.555e-02,-3.555e-02
1.55,1.5,1.6,1.078e+00,1.618e-03,-1.618e-03,4.381e-02,-4.381e-02,3.000e-02,-3.000e-02
1.65,1.6,1.7,8.854e-01,1.448e-03,-1.448e-03,3.830e-02,-3.830e-02,2.778e-02,-2.778e-02
1.75,1.7,1.8,7.476e-01,1.335e-03,-1.335e-03,3.234e-02,-3.234e-02,2.346e-02,-2.346e-02
1.85,1.8,1.9,6.221e-01,1.205e-03,-1.205e-03,3.018e-02,-3.018e-02,2.348e-02,-2.348e-02
1.95,1.9,2.0,5.271e-01,1.111e-03,-1.111e-03,2.557e-02,-2.557e-02,1.989e-02,-1.989e-02
2.1,2.0,2.2,4.090e-01,6.871e-04,-6.871e-04,1.950e-02,-1.950e-02,1.544e-02,-1.544e-02
2.3,2.2,2.4,2.963e-01,5.822e-04,-5.822e-04,1.437e-02,-1.437e-02,1.118e-02,-1.118e-02
2.5,2.4,2.6,2.171e-01,4.966e-04,-4.966e-04,1.048e-02,-1.048e-02,8.193e-03,-8.193e-03
2.7,2.6,2.8,1.594e-01,4.230e-04,-4.230e-04,7.784e-03,-7.784e-03,6.015e-03,-6.015e-03
2.9,2.8,3.0,1.200e-01,3.659e-04,-3.659e-04,5.836e-03,-5.836e-03,4.531e-03,-4.531e-03
3.1,3.0,3.2,8.983e-02,3.155e-04,-3.155e-04,4.380e-03,-4.380e-03,3.390e-03,-3.390e-03
3.3,3.2,3.4,6.945e-02,2.755e-04,-2.755e-04,3.392e-03,-3.392e-03,2.622e-03,-2.622e-03
3.5,3.4,3.6,5.405e-02,2.436e-04,-2.436e-04,2.640e-03,-2.640e-03,2.040e-03,-2.040e-03
3.7,3.6,3.8,4.143e-02,2.111e-04,-2.111e-04,2.001e-03,-2.001e-03,1.564e-03,-1.564e-03
3.9,3.8,4.0,3.288e-02,1.879e-04,-1.879e-04,1.588e-03,-1.588e-03,1.241e-03,-1.241e-03
4.25,4.0,4.5,2.209e-02,9.672e-05,-9.672e-05,1.063e-03,-1.063e-03,8.337e-04,-8.337e-04
4.75,4.5,5.0,1.321e-02,7.459e-05,-7.459e-05,6.359e-04,-6.359e-04,4.985e-04,-4.985e-04
5.25,5.0,5.5,7.935e-03,5.704e-05,-5.704e-05,3.791e-04,-3.791e-04,2.999e-04,-2.999e-04
5.75,5.5,6.0,5.166e-03,4.602e-05,-4.602e-05,2.468e-04,-2.468e-04,1.953e-04,-1.953e-04
6.25,6.0,6.5,3.318e-03,3.616e-05,-3.616e-05,1.570e-04,-1.570e-04,1.260e-04,-1.260e-04
6.75,6.5,7.0,2.384e-03,3.064e-05,-3.064e-05,1.128e-04,-1.128e-04,9.051e-05,-9.051e-05
7.5,7.0,8.0,1.422e-03,1.673e-05,-1.673e-05,6.724e-05,-6.724e-05,5.397e-05,-5.397e-05
9.0,8.0,10.0,5.878e-04,7.526e-06,-7.526e-06,2.765e-05,-2.765e-05,2.246e-05,-2.246e-05
11.5,10.0,13.0,1.803e-04,3.365e-06,-3.365e-06,8.769e-06,-8.769e-06,7.103e-06,-7.103e-06
16.5,13.0,20.0,3.461e-05,9.636e-07,-9.636e-07,1.779e-06,-1.779e-06,1.359e-06,-1.359e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (V')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,1.858e+01,1.762e-02,-1.762e-02,5.182e-01,-5.182e-01,3.715e-01,-3.715e-01
0.225,0.2,0.25,1.839e+01,1.247e-02,-1.247e-02,4.133e-01,-4.133e-01,3.678e-01,-3.678e-01
0.275,0.25,0.3,1.731e+01,1.172e-02,-1.172e-02,3.967e-01,-3.967e-01,3.462e-01,-3.462e-01
0.32499999999999996,0.3,0.35,1.597e+01,1.108e-02,-1.108e-02,4.362e-01,-4.362e-01,3.194e-01,-3.194e-01
0.375,0.35,0.4,1.444e+01,1.039e-02,-1.039e-02,4.265e-01,-4.265e-01,2.889e-01,-2.889e-01
0.42500000000000004,0.4,0.45,1.298e+01,9.788e-03,-9.788e-03,4.178e-01,-4.178e-01,2.595e-01,-2.595e-01
0.475,0.45,0.5,1.163e+01,9.424e-03,-9.424e-03,3.929e-01,-3.929e-01,2.327e-01,-2.327e-01
0.525,0.5,0.55,1.038e+01,9.161e-03,-9.161e-03,3.715e-01,-3.715e-01,2.076e-01,-2.076e-01
0.575,0.55,0.6,9.278e+00,8.834e-03,-8.834e-03,3.455e-01,-3.455e-01,1.856e-01,-1.856e-01
0.625,0.6,0.65,8.304e+00,8.533e-03,-8.533e-03,3.107e-01,-3.107e-01,1.661e-01,-1.661e-01
0.675,0.65,0.7,7.443e+00,8.274e-03,-8.274e-03,2.623e-01,-2.623e-01,1.489e-01,-1.489e-01
0.725,0.7,0.75,6.699e+00,7.977e-03,-7.977e-03,2.200e-01,-2.200e-01,1.340e-01,-1.340e-01
0.775,0.75,0.8,6.038e+00,7.687e-03,-7.687e-03,1.944e-01,-1.944e-01,1.208e-01,-1.208e-01
0.825,0.8,0.85,5.446e+00,7.405e-03,-7.405e-03,1.702e-01,-1.702e-01,1.089e-01,-1.089e-01
0.875,0.85,0.9,4.926e+00,7.140e-03,-7.140e-03,1.512e-01,-1.512e-01,9.852e-02,-9.852e-02
0.925,0.9,0.95,4.417e+00,6.838e-03,-6.838e-03,1.318e-01,-1.318e-01,8.834e-02,-8.834e-02
0.975,0.95,1.0,4.014e+00,6.531e-03,-6.531e-03,1.333e-01,-1.333e-01,8.028e-02,-8.028e-02
1.05,1.0,1.1,3.464e+00,4.259e-03,-4.259e-03,1.225e-01,-1.225e-01,6.927e-02,-6.927e-02
1.15,1.1,1.2,2.849e+00,3.816e-03,-3.816e-03,1.051e-01,-1.051e-01,5.914e-02,-5.914e-02
1.25,1.2,1.3,2.335e+00,3.404e-03,-3.404e-03,8.433e-02,-8.433e-02,5.323e-02,-5.323e-02
1.35,1.3,1.4,1.978e+00,3.146e-03,-3.146e-03,7.145e-02,-7.145e-02,4.509e-02,-4.509e-02
1.45,1.4,1.5,1.611e+00,2.791e-03,-2.791e-03,6.156e-02,-6.156e-02,4.188e-02,-4.188e-02
1.55,1.5,1.6,1.366e+00,2.579e-03,-2.579e-03,5.220e-02,-5.220e-02,3.551e-02,-3.551e-02
1.65,1.6,1.7,1.135e+00,2.322e-03,-2.322e-03,4.641e-02,-4.641e-02,3.376e-02,-3.376e-02
1.75,1.7,1.8,9.619e-01,2.144e-03,-2.144e-03,3.934e-02,-3.934e-02,2.862e-02,-2.862e-02
1.85,1.8,1.9,8.042e-01,1.941e-03,-1.941e-03,3.729e-02,-3.729e-02,2.928e-02,-2.928e-02
1.95,1.9,2.0,6.823e-01,1.791e-03,-1.791e-03,3.164e-02,-3.164e-02,2.484e-02,-2.484e-02
2.1,2.0,2.2,5.312e-01,1.109e-03,-1.109e-03,2.425e-02,-2.425e-02,1.935e-02,-1.935e-02
2.3,2.2,2.4,3.861e-01,9.411e-04,-9.411e-04,1.783e-02,-1.783e-02,1.406e-02,-1.406e-02
2.5,2.4,2.6,2.841e-01,8.043e-04,-8.043e-04,1.315e-02,-1.315e-02,1.034e-02,-1.034e-02
2.7,2.6,2.8,2.107e-01,6.887e-04,-6.887e-04,9.921e-03,-9.921e-03,7.681e-03,-7.681e-03
2.9,2.8,3.0,1.586e-01,5.954e-04,-5.954e-04,7.411e-03,-7.411e-03,5.782e-03,-5.782e-03
3.1,3.0,3.2,1.206e-01,5.177e-04,-5.177e-04,5.642e-03,-5.642e-03,4.390e-03,-4.390e-03
3.3,3.2,3.4,9.216e-02,4.494e-04,-4.494e-04,4.303e-03,-4.303e-03,3.355e-03,-3.355e-03
3.5,3.4,3.6,7.170e-02,3.973e-04,-3.973e-04,3.347e-03,-3.347e-03,2.610e-03,-2.610e-03
3.7,3.6,3.8,5.453e-02,3.429e-04,-3.429e-04,2.526e-03,-2.526e-03,1.987e-03,-1.987e-03
3.9,3.8,4.0,4.361e-02,3.064e-04,-3.064e-04,2.020e-03,-2.020e-03,1.589e-03,-1.589e-03
4.25,4.0,4.5,2.971e-02,1.588e-04,-1.588e-04,1.364e-03,-1.364e-03,1.082e-03,-1.082e-03
4.75,4.5,5.0,1.750e-02,1.216e-04,-1.216e-04,8.033e-04,-8.033e-04,6.372e-04,-6.372e-04
5.25,5.0,5.5,1.094e-02,9.484e-05,-9.484e-05,4.986e-04,-4.986e-04,3.987e-04,-3.987e-04
5.75,5.5,6.0,6.967e-03,7.568e-05,-7.568e-05,3.175e-04,-3.175e-04,2.539e-04,-2.539e-04
6.25,6.0,6.5,4.521e-03,5.975e-05,-5.975e-05,2.058e-04,-2.058e-04,1.670e-04,-1.670e-04
6.75,6.5,7.0,3.146e-03,4.985e-05,-4.985e-05,1.432e-04,-1.432e-04,1.162e-04,-1.162e-04
7.5,7.0,8.0,1.902e-03,2.740e-05,-2.740e-05,8.657e-05,-8.657e-05,7.022e-05,-7.022e-05
9.0,8.0,10.0,7.920e-04,1.236e-05,-1.236e-05,3.569e-05,-3.569e-05,2.935e-05,-2.935e-05
11.5,10.0,13.0,2.488e-04,5.593e-06,-5.593e-06,1.143e-05,-1.143e-05,9.355e-06,-9.355e-06
16.5,13.0,20.0,4.757e-05,1.598e-06,-1.598e-06,2.823e-06,-2.823e-06,2.179e-06,-2.179e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (IV')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,2.077e+01,1.864e-02,-1.864e-02,5.689e-01,-5.689e-01,4.154e-01,-4.154e-01
0.225,0.2,0.25,2.051e+01,1.318e-02,-1.318e-02,4.634e-01,-4.634e-01,4.103e-01,-4.103e-01
0.275,0.25,0.3,1.934e+01,1.240e-02,-1.240e-02,4.471e-01,-4.471e-01,3.868e-01,-3.868e-01
0.32499999999999996,0.3,0.35,1.789e+01,1.174e-02,-1.174e-02,4.913e-01,-4.913e-01,3.578e-01,-3.578e-01
0.375,0.35,0.4,1.622e+01,1.102e-02,-1.102e-02,4.809e-01,-4.809e-01,3.244e-01,-3.244e-01
0.42500000000000004,0.4,0.45,1.461e+01,1.039e-02,-1.039e-02,4.718e-01,-4.718e-01,2.922e-01,-2.922e-01
0.475,0.45,0.5,1.314e+01,1.002e-02,-1.002e-02,4.426e-01,-4.426e-01,2.628e-01,-2.628e-01
0.525,0.5,0.55,1.175e+01,9.755e-03,-9.755e-03,4.196e-01,-4.196e-01,2.351e-01,-2.351e-01
0.575,0.55,0.6,1.056e+01,9.432e-03,-9.432e-03,3.930e-01,-3.930e-01,2.112e-01,-2.112e-01
0.625,0.6,0.65,9.467e+00,9.118e-03,-9.118e-03,3.544e-01,-3.544e-01,1.893e-01,-1.893e-01
0.675,0.65,0.7,8.521e+00,8.859e-03,-8.859e-03,3.012e-01,-3.012e-01,1.704e-01,-1.704e-01
0.725,0.7,0.75,7.694e+00,8.555e-03,-8.555e-03,2.566e-01,-2.566e-01,1.539e-01,-1.539e-01
0.775,0.75,0.8,6.942e+00,8.248e-03,-8.248e-03,2.209e-01,-2.209e-01,1.388e-01,-1.388e-01
0.825,0.8,0.85,6.284e+00,7.961e-03,-7.961e-03,1.949e-01,-1.949e-01,1.257e-01,-1.257e-01
0.875,0.85,0.9,5.681e+00,7.674e-03,-7.674e-03,1.716e-01,-1.716e-01,1.136e-01,-1.136e-01
0.925,0.9,0.95,5.153e+00,7.392e-03,-7.392e-03,1.574e-01,-1.574e-01,1.031e-01,-1.031e-01
0.975,0.95,1.0,4.660e+00,7.042e-03,-7.042e-03,1.566e-01,-1.566e-01,9.320e-02,-9.320e-02
1.05,1.0,1.1,4.033e+00,4.599e-03,-4.599e-03,1.425e-01,-1.425e-01,8.065e-02,-8.065e-02
1.15,1.1,1.2,3.347e+00,4.140e-03,-4.140e-03,1.230e-01,-1.230e-01,6.944e-02,-6.944e-02
1.25,1.2,1.3,2.753e+00,3.699e-03,-3.699e-03,9.943e-02,-9.943e-02,6.274e-02,-6.274e-02
1.35,1.3,1.4,2.346e+00,3.429e-03,-3.429e-03,8.475e-02,-8.475e-02,5.348e-02,-5.348e-02
1.45,1.4,1.5,1.913e+00,3.044e-03,-3.044e-03,7.327e-02,-7.327e-02,4.976e-02,-4.976e-02
1.55,1.5,1.6,1.637e+00,2.826e-03,-2.826e-03,6.268e-02,-6.268e-02,4.257e-02,-4.257e-02
1.65,1.6,1.7,1.353e+00,2.538e-03,-2.538e-03,5.525e-02,-5.525e-02,4.027e-02,-4.027e-02
1.75,1.7,1.8,1.161e+00,2.357e-03,-2.357e-03,4.738e-02,-4.738e-02,3.453e-02,-3.453e-02
1.85,1.8,1.9,9.638e-01,2.126e-03,-2.126e-03,4.463e-02,-4.463e-02,3.508e-02,-3.508e-02
1.95,1.9,2.0,8.261e-01,1.972e-03,-1.972e-03,3.826e-02,-3.826e-02,3.007e-02,-3.007e-02
2.1,2.0,2.2,6.456e-01,1.223e-03,-1.223e-03,2.935e-02,-2.935e-02,2.350e-02,-2.350e-02
2.3,2.2,2.4,4.738e-01,1.043e-03,-1.043e-03,2.208e-02,-2.208e-02,1.726e-02,-1.726e-02
2.5,2.4,2.6,3.461e-01,8.886e-04,-8.886e-04,1.614e-02,-1.614e-02,1.264e-02,-1.264e-02
2.7,2.6,2.8,2.600e-01,7.657e-04,-7.657e-04,1.226e-02,-1.226e-02,9.485e-03,-9.485e-03
2.9,2.8,3.0,1.954e-01,6.617e-04,-6.617e-04,9.104e-03,-9.104e-03,7.117e-03,-7.117e-03
3.1,3.0,3.2,1.486e-01,5.751e-04,-5.751e-04,6.955e-03,-6.955e-03,5.411e-03,-5.411e-03
3.3,3.2,3.4,1.133e-01,4.985e-04,-4.985e-04,5.288e-03,-5.288e-03,4.123e-03,-4.123e-03
3.5,3.4,3.6,8.879e-02,4.425e-04,-4.425e-04,4.146e-03,-4.146e-03,3.233e-03,-3.233e-03
3.7,3.6,3.8,6.928e-02,3.869e-04,-3.869e-04,3.203e-03,-3.203e-03,2.523e-03,-2.523e-03
3.9,3.8,4.0,5.397e-02,3.412e-04,-3.412e-04,2.495e-03,-2.495e-03,1.965e-03,-1.965e-03
4.25,4.0,4.5,3.678e-02,1.768e-04,-1.768e-04,1.699e-03,-1.699e-03,1.341e-03,-1.341e-03
4.75,4.5,5.0,2.196e-02,1.363e-04,-1.363e-04,1.015e-03,-1.015e-03,8.006e-04,-8.006e-04
5.25,5.0,5.5,1.359e-02,1.058e-04,-1.058e-04,6.271e-04,-6.271e-04,4.999e-04,-4.999e-04
5.75,5.5,6.0,8.786e-03,8.505e-05,-8.505e-05,4.055e-04,-4.055e-04,3.233e-04,-3.233e-04
6.25,6.0,6.5,5.613e-03,6.663e-05,-6.663e-05,2.525e-04,-2.525e-04,2.051e-04,-2.051e-04
6.75,6.5,7.0,3.878e-03,5.538e-05,-5.538e-05,1.745e-04,-1.745e-04,1.417e-04,-1.417e-04
7.5,7.0,8.0,2.378e-03,3.067e-05,-3.067e-05,1.070e-04,-1.070e-04,8.691e-05,-8.691e-05
9.0,8.0,10.0,1.003e-03,1.393e-05,-1.393e-05,4.523e-05,-4.523e-05,3.719e-05,-3.719e-05
11.5,10.0,13.0,3.076e-04,6.228e-06,-6.228e-06,1.419e-05,-1.419e-05,1.162e-05,-1.162e-05
16.5,13.0,20.0,6.062e-05,1.807e-06,-1.807e-06,2.840e-06,-2.840e-06,2.224e-06,-2.224e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (III')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,2.382e+01,1.998e-02,-1.998e-02,6.682e-01,-6.682e-01,4.763e-01,-4.763e-01
0.225,0.2,0.25,2.342e+01,1.409e-02,-1.409e-02,5.352e-01,-5.352e-01,4.684e-01,-4.684e-01
0.275,0.25,0.3,2.213e+01,1.327e-02,-1.327e-02,5.150e-01,-5.150e-01,4.426e-01,-4.426e-01
0.32499999999999996,0.3,0.35,2.047e+01,1.256e-02,-1.256e-02,5.653e-01,-5.653e-01,4.094e-01,-4.094e-01
0.375,0.35,0.4,1.861e+01,1.182e-02,-1.182e-02,5.537e-01,-5.537e-01,3.722e-01,-3.722e-01
0.42500000000000004,0.4,0.45,1.685e+01,1.117e-02,-1.117e-02,5.407e-01,-5.407e-01,3.370e-01,-3.370e-01
0.475,0.45,0.5,1.520e+01,1.079e-02,-1.079e-02,5.154e-01,-5.154e-01,3.039e-01,-3.039e-01
0.525,0.5,0.55,1.363e+01,1.051e-02,-1.051e-02,4.874e-01,-4.874e-01,2.726e-01,-2.726e-01
0.575,0.55,0.6,1.228e+01,1.018e-02,-1.018e-02,4.585e-01,-4.585e-01,2.457e-01,-2.457e-01
0.625,0.6,0.65,1.106e+01,9.861e-03,-9.861e-03,4.143e-01,-4.143e-01,2.211e-01,-2.211e-01
0.675,0.65,0.7,9.985e+00,9.597e-03,-9.597e-03,3.544e-01,-3.544e-01,1.997e-01,-1.997e-01
0.725,0.7,0.75,9.042e+00,9.282e-03,-9.282e-03,3.023e-01,-3.023e-01,1.808e-01,-1.808e-01
0.775,0.75,0.8,8.196e+00,8.969e-03,-8.969e-03,2.626e-01,-2.626e-01,1.639e-01,-1.639e-01
0.825,0.8,0.85,7.450e+00,8.674e-03,-8.674e-03,2.329e-01,-2.329e-01,1.490e-01,-1.490e-01
0.875,0.85,0.9,6.754e+00,8.374e-03,-8.374e-03,2.059e-01,-2.059e-01,1.351e-01,-1.351e-01
0.925,0.9,0.95,6.131e+00,8.069e-03,-8.069e-03,1.849e-01,-1.849e-01,1.226e-01,-1.226e-01
0.975,0.95,1.0,5.571e+00,7.706e-03,-7.706e-03,1.860e-01,-1.860e-01,1.114e-01,-1.114e-01
1.05,1.0,1.1,4.854e+00,5.050e-03,-5.050e-03,1.726e-01,-1.726e-01,9.708e-02,-9.708e-02
1.15,1.1,1.2,4.053e+00,4.559e-03,-4.559e-03,1.486e-01,-1.486e-01,8.406e-02,-8.406e-02
1.25,1.2,1.3,3.341e+00,4.078e-03,-4.078e-03,1.209e-01,-1.209e-01,7.618e-02,-7.618e-02
1.35,1.3,1.4,2.859e+00,3.788e-03,-3.788e-03,1.034e-01,-1.034e-01,6.519e-02,-6.519e-02
1.45,1.4,1.5,2.348e+00,3.374e-03,-3.374e-03,8.991e-02,-8.991e-02,6.106e-02,-6.106e-02
1.55,1.5,1.6,2.014e+00,3.137e-03,-3.137e-03,7.712e-02,-7.712e-02,5.237e-02,-5.237e-02
1.65,1.6,1.7,1.676e+00,2.826e-03,-2.826e-03,6.848e-02,-6.848e-02,4.987e-02,-4.987e-02
1.75,1.7,1.8,1.440e+00,2.628e-03,-2.628e-03,5.885e-02,-5.885e-02,4.286e-02,-4.286e-02
1.85,1.8,1.9,1.201e+00,2.375e-03,-2.375e-03,5.589e-02,-5.589e-02,4.374e-02,-4.374e-02
1.95,1.9,2.0,1.036e+00,2.209e-03,-2.209e-03,4.819e-02,-4.819e-02,3.772e-02,-3.772e-02
2.1,2.0,2.2,8.091e-01,1.371e-03,-1.371e-03,3.679e-02,-3.679e-02,2.945e-02,-2.945e-02
2.3,2.2,2.4,5.945e-01,1.169e-03,-1.169e-03,2.772e-02,-2.772e-02,2.166e-02,-2.166e-02
2.5,2.4,2.6,4.434e-01,1.006e-03,-1.006e-03,2.075e-02,-2.075e-02,1.621e-02,-1.621e-02
2.7,2.6,2.8,3.282e-01,8.609e-04,-8.609e-04,1.539e-02,-1.539e-02,1.195e-02,-1.195e-02
2.9,2.8,3.0,2.503e-01,7.494e-04,-7.494e-04,1.166e-02,-1.166e-02,9.117e-03,-9.117e-03
3.1,3.0,3.2,1.908e-01,6.523e-04,-6.523e-04,8.943e-03,-8.943e-03,6.949e-03,-6.949e-03
3.3,3.2,3.4,1.447e-01,5.639e-04,-5.639e-04,6.742e-03,-6.742e-03,5.266e-03,-5.266e-03
3.5,3.4,3.6,1.155e-01,5.050e-04,-5.050e-04,5.380e-03,-5.380e-03,4.203e-03,-4.203e-03
3.7,3.6,3.8,8.836e-02,4.373e-04,-4.373e-04,4.076e-03,-4.076e-03,3.216e-03,-3.216e-03
3.9,3.8,4.0,7.075e-02,3.910e-04,-3.910e-04,3.264e-03,-3.264e-03,2.575e-03,-2.575e-03
4.25,4.0,4.5,4.774e-02,2.016e-04,-2.016e-04,2.200e-03,-2.200e-03,1.739e-03,-1.739e-03
4.75,4.5,5.0,2.844e-02,1.552e-04,-1.552e-04,1.310e-03,-1.310e-03,1.036e-03,-1.036e-03
5.25,5.0,5.5,1.732e-02,1.195e-04,-1.195e-04,7.927e-04,-7.927e-04,6.327e-04,-6.327e-04
5.75,5.5,6.0,1.132e-02,9.663e-05,-9.663e-05,5.183e-04,-5.183e-04,4.137e-04,-4.137e-04
6.25,6.0,6.5,7.259e-03,7.584e-05,-7.584e-05,3.259e-04,-3.259e-04,2.649e-04,-2.649e-04
6.75,6.5,7.0,4.947e-03,6.261e-05,-6.261e-05,2.221e-04,-2.221e-04,1.805e-04,-1.805e-04
7.5,7.0,8.0,3.121e-03,3.517e-05,-3.517e-05,1.401e-04,-1.401e-04,1.139e-04,-1.139e-04
9.0,8.0,10.0,1.314e-03,1.595e-05,-1.595e-05,5.854e-05,-5.854e-05,4.815e-05,-4.815e-05
11.5,10.0,13.0,3.968e-04,7.081e-06,-7.081e-06,1.861e-05,-1.861e-05,1.525e-05,-1.525e-05
16.5,13.0,20.0,7.877e-05,2.061e-06,-2.061e-06,3.828e-06,-3.828e-06,2.954e-06,-2.954e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (II')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,2.836e+01,2.438e-02,-2.438e-02,7.913e-01,-7.913e-01,5.672e-01,-5.672e-01
0.225,0.2,0.25,2.783e+01,1.718e-02,-1.718e-02,6.350e-01,-6.350e-01,5.567e-01,-5.567e-01
0.275,0.25,0.3,2.633e+01,1.619e-02,-1.619e-02,6.177e-01,-6.177e-01,5.267e-01,-5.267e-01
