#: table_doi: 10.17182/hepdata.91996.v2/t1
#: name: Table 1
#: description: Transverse momentum spectra as a function of the event multiplicity for pp collisions at 13 TeV. Event multiplicity is estimated with the number of SPD tracklets. Uncorrelated systematic uncertainties are the multiplicity dependent systematic uncertainties.
#: data_file: data1.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (X')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
1.45,1.4,1.5,2.756e+00,3.551e-03,-3.551e-03,1.619e-01,-1.619e-01,1.310e-01,-1.310e-01
1.55,1.5,1.6,2.370e+00,3.305e-03,-3.305e-03,1.392e-01,-1.392e-01,1.127e-01,-1.127e-01
1.65,1.6,1.7,1.978e+00,2.982e-03,-2.982e-03,1.197e-01,-1.197e-01,9.832e-02,-9.832e-02
1.75,1.7,1.8,1.700e+00,2.772e-03,-2.772e-03,1.028e-01,-1.028e-01,8.446e-02,-8.446e-02
1.85,1.8,1.9,1.425e+00,2.513e-03,-2.513e-03,9.161e-02,-9.161e-02,7.688e-02,-7.688e-02
1.95,1.9,2.0,1.222e+00,2.331e-03,-2.331e-03,7.852e-02,-7.852e-02,6.590e-02,-6.590e-02
2.1,2.0,2.2,9.604e-01,1.450e-03,-1.450e-03,6.123e-02,-6.123e-02,5.180e-02,-5.180e-02
2.3,2.2,2.4,7.076e-01,1.239e-03,-1.239e-03,4.557e-02,-4.557e-02,3.817e-02,-3.817e-02
2.5,2.4,2.6,5.289e-01,1.068e-03,-1.068e-03,3.402e-02,-3.402e-02,2.853e-02,-2.853e-02
2.7,2.6,2.8,3.939e-01,9.160e-04,-9.160e-04,2.545e-02,-2.545e-02,2.125e-02,-2.125e-02
2.9,2.8,3.0,2.996e-01,7.963e-04,-7.963e-04,1.934e-02,-1.934e-02,1.616e-02,-1.616e-02
3.1,3.0,3.2,2.290e-01,6.940e-04,-6.940e-04,1.481e-02,-1.481e-02,1.235e-02,-1.235e-02
3.3,3.2,3.4,1.754e-01,6.030e-04,-6.030e-04,1.133e-02,-1.133e-02,9.461e-03,-9.461e-03
3.5,3.4,3.6,1.374e-01,5.350e-04,-5.350e-04,8.878e-03,-8.878e-03,7.411e-03,-7.411e-03
3.7,3.6,3.8,1.071e-01,4.676e-04,-4.676e-04,6.883e-03,-6.883e-03,5.779e-03,-5.779e-03
3.9,3.8,4.0,8.503e-02,4.162e-04,-4.162e-04,5.462e-03,-5.462e-03,4.586e-03,-4.586e-03
4.25,4.0,4.5,5.759e-02,2.151e-04,-2.151e-04,3.692e-03,-3.692e-03,3.106e-03,-3.106e-03
4.75,4.5,5.0,3.497e-02,1.671e-04,-1.671e-04,2.242e-03,-2.242e-03,1.886e-03,-1.886e-03
5.25,5.0,5.5,2.123e-02,1.285e-04,-1.285e-04,1.359e-03,-1.359e-03,1.147e-03,-1.147e-03
5.75,5.5,6.0,1.364e-02,1.030e-04,-1.030e-04,8.729e-04,-8.729e-04,7.369e-04,-7.369e-04
6.25,6.0,6.5,9.087e-03,8.243e-05,-8.243e-05,5.763e-04,-5.763e-04,4.909e-04,-4.909e-04
6.75,6.5,7.0,6.299e-03,6.863e-05,-6.863e-05,3.995e-04,-3.995e-04,3.403e-04,-3.403e-04
7.5,7.0,8.0,3.812e-03,3.775e-05,-3.775e-05,2.417e-04,-2.417e-04,2.059e-04,-2.059e-04
9.0,8.0,10.0,1.587e-03,1.703e-05,-1.703e-05,1.006e-04,-1.006e-04,8.616e-05,-8.616e-05
11.5,10.0,13.0,4.912e-04,7.649e-06,-7.649e-06,3.137e-05,-3.137e-05,2.680e-05,-2.680e-05
16.5,13.0,20.0,9.660e-05,2.217e-06,-2.217e-06,6.145e-06,-6.145e-06,5.211e-06,-5.211e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (VI')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,3.452e+01,3.581e-02,-3.581e-02,1.257e+00,-1.257e+00,8.459e-01,-8.459e-01
0.225,0.2,0.25,3.360e+01,2.513e-02,-2.513e-02,1.103e+00,-1.103e+00,8.237e-01,-8.237e-01
0.275,0.25,0.3,3.154e+01,2.359e-02,-2.359e-02,1.035e+00,-1.035e+00,7.752e-01,-7.752e-01
0.32499999999999996,0.3,0.35,2.912e+01,2.232e-02,-2.232e-02,1.058e+00,-1.058e+00,7.174e-01,-7.174e-01
0.375,0.35,0.4,2.650e+01,2.100e-02,-2.100e-02,1.007e+00,-1.007e+00,6.554e-01,-6.554e-01
0.42500000000000004,0.4,0.45,2.405e+01,1.987e-02,-1.987e-02,9.707e-01,-9.707e-01,5.977e-01,-5.977e-01
0.475,0.45,0.5,2.178e+01,1.923e-02,-1.923e-02,9.006e-01,-9.006e-01,5.437e-01,-5.437e-01
0.525,0.5,0.55,1.961e+01,1.878e-02,-1.878e-02,8.434e-01,-8.434e-01,4.924e-01,-4.924e-01
0.575,0.55,0.6,1.776e+01,1.823e-02,-1.823e-02,7.906e-01,-7.906e-01,4.490e-01,-4.490e-01
0.625,0.6,0.65,1.605e+01,1.769e-02,-1.769e-02,7.165e-01,-7.165e-01,4.086e-01,-4.086e-01
0.675,0.65,0.7,1.459e+01,1.727e-02,-1.727e-02,6.251e-01,-6.251e-01,3.743e-01,-3.743e-01
0.725,0.7,0.75,1.329e+01,1.676e-02,-1.676e-02,5.472e-01,-5.472e-01,3.443e-01,-3.443e-01
0.775,0.75,0.8,1.214e+01,1.625e-02,-1.625e-02,4.893e-01,-4.893e-01,3.171e-01,-3.171e-01
0.825,0.8,0.85,1.106e+01,1.574e-02,-1.574e-02,4.401e-01,-4.401e-01,2.921e-01,-2.921e-01
0.875,0.85,0.9,1.006e+01,1.522e-02,-1.522e-02,3.920e-01,-3.920e-01,2.683e-01,-2.683e-01
0.925,0.9,0.95,9.187e+00,1.471e-02,-1.471e-02,3.551e-01,-3.551e-01,2.479e-01,-2.479e-01
0.975,0.95,1.0,8.387e+00,1.408e-02,-1.408e-02,3.460e-01,-3.460e-01,2.292e-01,-2.292e-01
1.05,1.0,1.1,7.351e+00,9.254e-03,-9.254e-03,3.654e-01,-3.654e-01,2.625e-01,-2.625e-01
1.15,1.1,1.2,6.205e+00,8.400e-03,-8.400e-03,3.126e-01,-3.126e-01,2.255e-01,-2.255e-01
1.25,1.2,1.3,5.156e+00,7.544e-03,-7.544e-03,2.584e-01,-2.584e-01,1.937e-01,-1.937e-01
1.35,1.3,1.4,4.467e+00,7.051e-03,-7.051e-03,2.239e-01,-2.239e-01,1.678e-01,-1.678e-01
1.45,1.4,1.5,3.695e+00,6.304e-03,-6.304e-03,1.906e-01,-1.906e-01,1.463e-01,-1.463e-01
1.55,1.5,1.6,3.191e+00,5.880e-03,-5.880e-03,1.646e-01,-1.646e-01,1.263e-01,-1.263e-01
1.65,1.6,1.7,2.672e+00,5.314e-03,-5.314e-03,1.434e-01,-1.434e-01,1.126e-01,-1.126e-01
1.75,1.7,1.8,2.318e+00,4.964e-03,-4.964e-03,1.244e-01,-1.244e-01,9.773e-02,-9.773e-02
1.85,1.8,1.9,1.945e+00,4.502e-03,-4.502e-03,1.128e-01,-1.128e-01,9.161e-02,-9.161e-02
1.95,1.9,2.0,1.682e+00,4.194e-03,-4.194e-03,9.757e-02,-9.757e-02,7.922e-02,-7.922e-02
2.1,2.0,2.2,1.334e+00,2.621e-03,-2.621e-03,7.644e-02,-7.644e-02,6.283e-02,-6.283e-02
2.3,2.2,2.4,9.919e-01,2.250e-03,-2.250e-03,5.763e-02,-5.763e-02,4.672e-02,-4.672e-02
2.5,2.4,2.6,7.452e-01,1.943e-03,-1.943e-03,4.318e-02,-4.318e-02,3.511e-02,-3.511e-02
2.7,2.6,2.8,5.598e-01,1.674e-03,-1.674e-03,3.279e-02,-3.279e-02,2.640e-02,-2.640e-02
2.9,2.8,3.0,4.270e-01,1.457e-03,-1.457e-03,2.479e-02,-2.479e-02,2.011e-02,-2.011e-02
3.1,3.0,3.2,3.290e-01,1.275e-03,-1.275e-03,1.927e-02,-1.927e-02,1.553e-02,-1.553e-02
3.3,3.2,3.4,2.530e-01,1.110e-03,-1.110e-03,1.471e-02,-1.471e-02,1.191e-02,-1.191e-02
3.5,3.4,3.6,2.008e-01,9.918e-04,-9.918e-04,1.168e-02,-1.168e-02,9.455e-03,-9.455e-03
3.7,3.6,3.8,1.560e-01,8.651e-04,-8.651e-04,9.001e-03,-9.001e-03,7.344e-03,-7.344e-03
3.9,3.8,4.0,1.253e-01,7.747e-04,-7.747e-04,7.228e-03,-7.228e-03,5.898e-03,-5.898e-03
4.25,4.0,4.5,8.512e-02,4.010e-04,-4.010e-04,4.924e-03,-4.924e-03,4.014e-03,-4.014e-03
4.75,4.5,5.0,5.162e-02,3.114e-04,-3.114e-04,2.986e-03,-2.986e-03,2.434e-03,-2.434e-03
5.25,5.0,5.5,3.207e-02,2.422e-04,-2.422e-04,1.834e-03,-1.834e-03,1.510e-03,-1.510e-03
5.75,5.5,6.0,2.094e-02,1.957e-04,-1.957e-04,1.198e-03,-1.198e-03,9.862e-04,-9.862e-04
6.25,6.0,6.5,1.375e-02,1.554e-04,-1.554e-04,7.786e-04,-7.786e-04,6.476e-04,-6.476e-04
6.75,6.5,7.0,9.336e-03,1.281e-04,-1.281e-04,5.288e-04,-5.288e-04,4.399e-04,-4.399e-04
7.5,7.0,8.0,5.887e-03,7.192e-05,-7.192e-05,3.335e-04,-3.335e-04,2.774e-04,-2.774e-04
9.0,8.0,10.0,2.612e-03,3.350e-05,-3.350e-05,1.475e-04,-1.475e-04,1.235e-04,-1.235e-04
11.5,10.0,13.0,8.073e-04,1.504e-05,-1.504e-05,4.578e-05,-4.578e-05,3.827e-05,-3.827e-05
16.5,13.0,20.0,1.728e-04,4.545e-06,-4.545e-06,1.079e-05,-1.079e-05,8.581e-06,-8.581e-06

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (V')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,4.046e+01,6.152e-02,-6.152e-02,1.536e+00,-1.536e+00,9.932e-01,-9.932e-01
0.225,0.2,0.25,3.927e+01,4.311e-02,-4.311e-02,1.302e+00,-1.302e+00,9.618e-01,-9.618e-01
0.275,0.25,0.3,3.681e+01,4.044e-02,-4.044e-02,1.232e+00,-1.232e+00,9.043e-01,-9.043e-01
0.32499999999999996,0.3,0.35,3.404e+01,3.829e-02,-3.829e-02,1.245e+00,-1.245e+00,8.388e-01,-8.388e-01
0.375,0.35,0.4,3.109e+01,3.608e-02,-3.608e-02,1.191e+00,-1.191e+00,7.695e-01,-7.695e-01
0.42500000000000004,0.4,0.45,2.832e+01,3.422e-02,-3.422e-02,1.149e+00,-1.149e+00,7.044e-01,-7.044e-01
0.475,0.45,0.5,2.565e+01,3.311e-02,-3.311e-02,1.065e+00,-1.065e+00,6.406e-01,-6.406e-01
0.525,0.5,0.55,2.324e+01,3.244e-02,-3.244e-02,1.003e+00,-1.003e+00,5.838e-01,-5.838e-01
0.575,0.55,0.6,2.113e+01,3.155e-02,-3.155e-02,9.390e-01,-9.390e-01,5.340e-01,-5.340e-01
0.625,0.6,0.65,1.915e+01,3.066e-02,-3.066e-02,8.612e-01,-8.612e-01,4.880e-01,-4.880e-01
0.675,0.65,0.7,1.747e+01,3.000e-02,-3.000e-02,7.538e-01,-7.538e-01,4.491e-01,-4.491e-01
0.725,0.7,0.75,1.594e+01,2.911e-02,-2.911e-02,6.627e-01,-6.627e-01,4.141e-01,-4.141e-01
0.775,0.75,0.8,1.457e+01,2.825e-02,-2.825e-02,5.854e-01,-5.854e-01,3.805e-01,-3.805e-01
0.825,0.8,0.85,1.337e+01,2.746e-02,-2.746e-02,5.317e-01,-5.317e-01,3.531e-01,-3.531e-01
0.875,0.85,0.9,1.220e+01,2.659e-02,-2.659e-02,4.825e-01,-4.825e-01,3.262e-01,-3.262e-01
0.925,0.9,0.95,1.120e+01,2.577e-02,-2.577e-02,4.363e-01,-4.363e-01,3.027e-01,-3.027e-01
0.975,0.95,1.0,1.027e+01,2.472e-02,-2.472e-02,4.260e-01,-4.260e-01,2.810e-01,-2.810e-01
1.05,1.0,1.1,9.018e+00,1.626e-02,-1.626e-02,4.460e-01,-4.460e-01,3.218e-01,-3.218e-01
1.15,1.1,1.2,7.631e+00,1.478e-02,-1.478e-02,3.847e-01,-3.847e-01,2.774e-01,-2.774e-01
1.25,1.2,1.3,6.380e+00,1.332e-02,-1.332e-02,3.216e-01,-3.216e-01,2.400e-01,-2.400e-01
1.35,1.3,1.4,5.556e+00,1.248e-02,-1.248e-02,2.800e-01,-2.800e-01,2.090e-01,-2.090e-01
1.45,1.4,1.5,4.628e+00,1.119e-02,-1.119e-02,2.400e-01,-2.400e-01,1.834e-01,-1.834e-01
1.55,1.5,1.6,4.030e+00,1.048e-02,-1.048e-02,2.090e-01,-2.090e-01,1.597e-01,-1.597e-01
1.65,1.6,1.7,3.367e+00,9.465e-03,-9.465e-03,1.813e-01,-1.813e-01,1.421e-01,-1.421e-01
1.75,1.7,1.8,2.945e+00,8.877e-03,-8.877e-03,1.586e-01,-1.586e-01,1.242e-01,-1.242e-01
1.85,1.8,1.9,2.494e+00,8.087e-03,-8.087e-03,1.453e-01,-1.453e-01,1.176e-01,-1.176e-01
1.95,1.9,2.0,2.160e+00,7.540e-03,-7.540e-03,1.258e-01,-1.258e-01,1.019e-01,-1.019e-01
2.1,2.0,2.2,1.723e+00,4.726e-03,-4.726e-03,9.924e-02,-9.924e-02,8.127e-02,-8.127e-02
2.3,2.2,2.4,1.287e+00,4.065e-03,-4.065e-03,7.499e-02,-7.499e-02,6.066e-02,-6.066e-02
2.5,2.4,2.6,9.709e-01,3.519e-03,-3.519e-03,5.623e-02,-5.623e-02,4.573e-02,-4.573e-02
2.7,2.6,2.8,7.414e-01,3.057e-03,-3.057e-03,4.332e-02,-4.332e-02,3.493e-02,-3.493e-02
2.9,2.8,3.0,5.711e-01,2.675e-03,-2.675e-03,3.323e-02,-3.323e-02,2.692e-02,-2.692e-02
3.1,3.0,3.2,4.404e-01,2.341e-03,-2.341e-03,2.579e-02,-2.579e-02,2.078e-02,-2.078e-02
3.3,3.2,3.4,3.399e-01,2.042e-03,-2.042e-03,1.978e-02,-1.978e-02,1.601e-02,-1.601e-02
3.5,3.4,3.6,2.718e-01,1.831e-03,-1.831e-03,1.582e-02,-1.582e-02,1.280e-02,-1.280e-02
3.7,3.6,3.8,2.119e-01,1.600e-03,-1.600e-03,1.225e-02,-1.225e-02,9.979e-03,-9.979e-03
3.9,3.8,4.0,1.701e-01,1.432e-03,-1.432e-03,9.829e-03,-9.829e-03,8.008e-03,-8.008e-03
4.25,4.0,4.5,1.167e-01,7.450e-04,-7.450e-04,6.761e-03,-6.761e-03,5.509e-03,-5.509e-03
4.75,4.5,5.0,7.057e-02,5.777e-04,-5.777e-04,4.087e-03,-4.087e-03,3.330e-03,-3.330e-03
5.25,5.0,5.5,4.452e-02,4.527e-04,-4.527e-04,2.566e-03,-2.566e-03,2.107e-03,-2.107e-03
5.75,5.5,6.0,2.887e-02,3.645e-04,-3.645e-04,1.664e-03,-1.664e-03,1.366e-03,-1.366e-03
6.25,6.0,6.5,1.894e-02,2.895e-04,-2.895e-04,1.077e-03,-1.077e-03,8.947e-04,-8.947e-04
6.75,6.5,7.0,1.411e-02,2.499e-04,-2.499e-04,8.023e-04,-8.023e-04,6.665e-04,-6.665e-04
7.5,7.0,8.0,8.215e-03,1.348e-04,-1.348e-04,4.671e-04,-4.671e-04,3.880e-04,-3.880e-04
9.0,8.0,10.0,3.719e-03,6.341e-05,-6.341e-05,2.108e-04,-2.108e-04,1.765e-04,-1.765e-04
11.5,10.0,13.0,1.222e-03,2.935e-05,-2.935e-05,6.931e-05,-6.931e-05,5.794e-05,-5.794e-05
16.5,13.0,20.0,2.631e-04,8.900e-06,-8.900e-06,1.714e-05,-1.714e-05,1.361e-05,-1.361e-05

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (IV')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,4.631e+01,1.079e-01,-1.079e-01,1.659e+00,-1.659e+00,1.145e+00,-1.145e+00
0.225,0.2,0.25,4.484e+01,7.550e-02,-7.550e-02,1.516e+00,-1.516e+00,1.101e+00,-1.101e+00
0.275,0.25,0.3,4.186e+01,7.068e-02,-7.068e-02,1.406e+00,-1.406e+00,1.029e+00,-1.029e+00
0.32499999999999996,0.3,0.35,3.879e+01,6.699e-02,-6.699e-02,1.432e+00,-1.432e+00,9.578e-01,-9.578e-01
0.375,0.35,0.4,3.550e+01,6.320e-02,-6.320e-02,1.363e+00,-1.363e+00,8.790e-01,-8.790e-01
0.42500000000000004,0.4,0.45,3.245e+01,6.003e-02,-6.003e-02,1.312e+00,-1.312e+00,8.067e-01,-8.067e-01
0.475,0.45,0.5,2.944e+01,5.814e-02,-5.814e-02,1.229e+00,-1.229e+00,7.362e-01,-7.362e-01
0.525,0.5,0.55,2.662e+01,5.689e-02,-5.689e-02,1.160e+00,-1.160e+00,6.707e-01,-6.707e-01
0.575,0.55,0.6,2.438e+01,5.554e-02,-5.554e-02,1.086e+00,-1.086e+00,6.163e-01,-6.163e-01
0.625,0.6,0.65,2.221e+01,5.412e-02,-5.412e-02,1.010e+00,-1.010e+00,5.688e-01,-5.688e-01
0.675,0.65,0.7,2.021e+01,5.287e-02,-5.287e-02,8.828e-01,-8.828e-01,5.227e-01,-5.227e-01
0.725,0.7,0.75,1.855e+01,5.148e-02,-5.148e-02,7.720e-01,-7.720e-01,4.823e-01,-4.823e-01
0.775,0.75,0.8,1.703e+01,5.007e-02,-5.007e-02,7.033e-01,-7.033e-01,4.491e-01,-4.491e-01
0.825,0.8,0.85,1.560e+01,4.861e-02,-4.861e-02,6.311e-01,-6.311e-01,4.145e-01,-4.145e-01
0.875,0.85,0.9,1.430e+01,4.718e-02,-4.718e-02,5.608e-01,-5.608e-01,3.816e-01,-3.816e-01
0.925,0.9,0.95,1.313e+01,4.573e-02,-4.573e-02,5.195e-01,-5.195e-01,3.569e-01,-3.569e-01
0.975,0.95,1.0,1.204e+01,4.388e-02,-4.388e-02,5.089e-01,-5.089e-01,3.324e-01,-3.324e-01
1.05,1.0,1.1,1.076e+01,2.911e-02,-2.911e-02,5.379e-01,-5.379e-01,3.848e-01,-3.848e-01
1.15,1.1,1.2,9.071e+00,2.641e-02,-2.641e-02,4.598e-01,-4.598e-01,3.300e-01,-3.300e-01
1.25,1.2,1.3,7.663e+00,2.392e-02,-2.392e-02,3.880e-01,-3.880e-01,2.888e-01,-2.888e-01
1.35,1.3,1.4,6.695e+00,2.245e-02,-2.245e-02,3.390e-01,-3.390e-01,2.523e-01,-2.523e-01
1.45,1.4,1.5,5.600e+00,2.018e-02,-2.018e-02,2.898e-01,-2.898e-01,2.218e-01,-2.218e-01
1.55,1.5,1.6,4.859e+00,1.887e-02,-1.887e-02,2.514e-01,-2.514e-01,1.924e-01,-1.924e-01
1.65,1.6,1.7,4.092e+00,1.710e-02,-1.710e-02,2.212e-01,-2.212e-01,1.729e-01,-1.729e-01
1.75,1.7,1.8,3.609e+00,1.610e-02,-1.610e-02,1.951e-01,-1.951e-01,1.524e-01,-1.524e-01
1.85,1.8,1.9,3.056e+00,1.467e-02,-1.467e-02,1.786e-01,-1.786e-01,1.443e-01,-1.443e-01
1.95,1.9,2.0,2.653e+00,1.370e-02,-1.370e-02,1.550e-01,-1.550e-01,1.252e-01,-1.252e-01
2.1,2.0,2.2,2.131e+00,8.614e-03,-8.614e-03,1.228e-01,-1.228e-01,1.005e-01,-1.005e-01
2.3,2.2,2.4,1.598e+00,7.426e-03,-7.426e-03,9.335e-02,-9.335e-02,7.541e-02,-7.541e-02
2.5,2.4,2.6,1.229e+00,6.489e-03,-6.489e-03,7.142e-02,-7.142e-02,5.797e-02,-5.797e-02
2.7,2.6,2.8,9.260e-01,5.600e-03,-5.600e-03,5.451e-02,-5.451e-02,4.378e-02,-4.378e-02
2.9,2.8,3.0,7.271e-01,4.947e-03,-4.947e-03,4.249e-02,-4.249e-02,3.435e-02,-3.435e-02
3.1,3.0,3.2,5.486e-01,4.283e-03,-4.283e-03,3.276e-02,-3.276e-02,2.628e-02,-2.628e-02
3.3,3.2,3.4,4.349e-01,3.787e-03,-3.787e-03,2.560e-02,-2.560e-02,2.062e-02,-2.062e-02
3.5,3.4,3.6,3.457e-01,3.384e-03,-3.384e-03,2.034e-02,-2.034e-02,1.639e-02,-1.639e-02
3.7,3.6,3.8,2.691e-01,2.955e-03,-2.955e-03,1.578e-02,-1.578e-02,1.279e-02,-1.279e-02
3.9,3.8,4.0,2.220e-01,2.682e-03,-2.682e-03,1.302e-02,-1.302e-02,1.055e-02,-1.055e-02
4.25,4.0,4.5,1.513e-01,1.390e-03,-1.390e-03,8.720e-03,-8.720e-03,7.124e-03,-7.124e-03
4.75,4.5,5.0,9.103e-02,1.075e-03,-1.075e-03,5.247e-03,-5.247e-03,4.287e-03,-4.287e-03
5.25,5.0,5.5,5.924e-02,8.558e-04,-8.558e-04,3.495e-03,-3.495e-03,2.871e-03,-2.871e-03
5.75,5.5,6.0,3.775e-02,6.832e-04,-6.832e-04,2.227e-03,-2.227e-03,1.830e-03,-1.830e-03
6.25,6.0,6.5,2.594e-02,5.550e-04,-5.550e-04,1.484e-03,-1.484e-03,1.232e-03,-1.232e-03
6.75,6.5,7.0,1.805e-02,4.629e-04,-4.629e-04,1.032e-03,-1.032e-03,8.568e-04,-8.568e-04
7.5,7.0,8.0,1.134e-02,2.595e-04,-2.595e-04,6.488e-04,-6.488e-04,5.386e-04,-5.386e-04
9.0,8.0,10.0,5.377e-03,1.249e-04,-1.249e-04,3.173e-04,-3.173e-04,2.669e-04,-2.669e-04
11.5,10.0,13.0,1.723e-03,5.711e-05,-5.711e-05,1.044e-04,-1.044e-04,8.749e-05,-8.749e-05
16.5,13.0,20.0,3.759e-04,1.743e-05,-1.743e-05,2.583e-05,-2.583e-05,2.055e-05,-2.055e-05

#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
pT [GEV/C],pT [GEV/C] LOW,pT [GEV/C] HIGH,d^2N/dEtadpT [C/GEV (III')],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
0.175,0.15,0.2,5.184e+01,1.925e-01,-1.925e-01,1.868e+00,-1.868e+00,1.276e+00,-1.276e+00
0.225,0.2,0.25,4.992e+01,1.343e-01,-1.343e-01,1.646e+00,-1.646e+00,1.223e+00,-1.223e+00
0.275,0.25,0.3,4.693e+01,1.262e-01,-1.262e-01,1.543e+00,-1.543e+00,1.153e+00,-1.153e+00
0.32499999999999996,0.3,0.35,4.344e+01,1.195e-01,-1.195e-01,1.597e+00,-1.597e+00,1.071e+00,-1.071e+00
0.375,0.35,0.4,3.971e+01,1.127e-01,-1.127e-01,1.500e+00,-1.500e+00,9.823e-01,-9.823e-01
0.42500000000000004,0.4,0.45,3.645e+01,1.073e-01,-1.073e-01,1.467e+00,-1.467e+00,9.053e-01,-9.053e-01
0.475,0.45,0.5,3.305e+01,1.039e-01,-1.039e-01,1.370e+00,-1.370e+00,8.253e-01,-8.253e-01
0.525,0.5,0.55,3.023e+01,1.023e-01,-1.023e-01,1.300e+00,-1.300e+00,7.591e-01,-7.591e-01
0.575,0.55,0.6,2.749e+01,9.946e-02,-9.946e-02,1.211e+00,-1.211e+00,6.958e-01,-6.958e-01
0.625,0.6,0.65,2.505e+01,9.693e-02,-9.693e-02,1.124e+00,-1.124e+00,6.379e-01,-6.379e-01
0.675,0.65,0.7,2.287e+01,9.487e-02,-9.487e-02,9.846e-01,-9.846e-01,5.875e-01,-5.875e-01
0.725,0.7,0.75,2.100e+01,9.237e-02,-9.237e-02,8.707e-01,-8.707e-01,5.450e-01,-5.450e-01
0.775,0.75,0.8,1.930e+01,8.990e-02,-8.990e-02,7.850e-01,-7.850e-01,5.054e-01,-5.054e-01
0.825,0.8,0.85,1.775e+01,8.744e-02,-8.744e-02,7.004e-01,-7.004e-01,4.682e-01,-4.682e-01
0.875,0.85,0.9,1.646e+01,8.537e-02,-8.537e-02,6.367e-01,-6.367e-01,4.393e-01,-4.393e-01
0.925,0.9,0.95,1.505e+01,8.255e-02,-8.255e-02,5.971e-01,-5.971e-01,4.096e-01,-4.096e-01
0.975,0.95,1.0,1.374e+01,7.904e-02,-7.904e-02,5.734e-01,-5.734e-01,3.767e-01,-3.767e-01
1.05,1.0,1.1,1.228e+01,5.246e-02,-5.246e-02,6.103e-01,-6.103e-01,4.385e-01,-4.385e-01
1.15,1.1,1.2,1.051e+01,4.795e-02,-4.795e-02,5.359e-01,-5.359e-01,3.829e-01,-3.829e-01
1.25,1.2,1.3,8.982e+00,4.367e-02,-4.367e-02,4.524e-01,-4.524e-01,3.378e-01,-3.378e-01
1.35,1.3,1.4,7.757e+00,4.075e-02,-4.075e-02,3.907e-01,-3.907e-01,2.917e-01,-2.917e-01
1.45,1.4,1.5,6.568e+00,3.686e-02,-3.686e-02,3.392e-01,-3.392e-01,2.600e-01,-2.600e-01
1.55,1.5,1.6,5.790e+00,3.474e-02,-3.474e-02,2.990e-01,-2.990e-01,2.292e-01,-2.292e-01
1.65,1.6,1.7,4.857e+00,3.141e-02,-3.141e-02,2.614e-01,-2.614e-01,2.049e-01,-2.049e-01
1.75,1.7,1.8,4.239e+00,2.944e-02,-2.944e-02,2.282e-01,-2.282e-01,1.788e-01,-1.788e-01
1.85,1.8,1.9,3.651e+00,2.704e-02,-2.704e-02,2.133e-01,-2.133e-01,1.723e-01,-1.723e-01
1.95,1.9,2.0,3.188e+00,2.532e-02,-2.532e-02,1.863e-01,-1.863e-01,1.505e-01,-1.505e-01
2.1,2.0,2.2,2.570e+00,1.595e-02,-1.595e-02,1.480e-01,-1.480e-01,1.212e-01,-1.212e-01
2.3,2.2,2.4,1.950e+00,1.383e-02,-1.383e-02,1.138e-01,-1.138e-01,9.197e-02,-9.197e-02
2.5,2.4,2.6,1.468e+00,1.196e-02,-1.196e-02,8.569e-02,-8.569e-02,6.939e-02,-6.939e-02
2.7,2.6,2.8,1.160e+00,1.057e-02,-1.057e-02,6.762e-02,-6.762e-02,5.461e-02,-5.461e-02
2.9,2.8,3.0,8.921e-01,9.239e-03,-9.239e-03,5.268e-02,-5.268e-02,4.249e-02,-4.249e-02
3.1,3.0,3.2,7.005e-01,8.161e-03,-8.161e-03,4.094e-02,-4.094e-02,3.302e-02,-3.302e-02
3.3,3.2,3.4,5.415e-01,7.125e-03,-7.125e-03,3.160e-02,-3.160e-02,2.553e-02,-2.553e-02
3.5,3.4,3.6,4.340e-01,6.395e-03,-6.395e-03,2.533e-02,-2.533e-02,2.046e-02,-2.046e-02
