#: table_doi: 10.17182/hepdata.91996.v2/t7
#: name: Table 7
#: description: Average transverse momentum as a function of event multiplicity in pp collisions at 13 TeV. Results for the 0-100% spherocity class are presented. Spherocty-dependent uncertainties are indicated as uncorrelated.
#: data_file: data7.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword phrases: 
#: keyword cmenergies: 
#: SQRT(S) [TEV],,,13
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X
<dNch/dEta>,<dNch/dEta> LOW,<dNch/dEta> HIGH,<pT> [GEV/C],stat +,stat -,"sys,total +","sys,total -","sys,uncorrelated +","sys,uncorrelated -"
13.4375,13.125,13.75,6.77e-01,8.16e-05,-8.16e-05,1.53e-02,-1.53e-02,6.10e-03,-6.10e-03
14.0625,13.75,14.375,6.82e-01,8.28e-05,-8.28e-05,1.55e-02,-1.55e-02,6.26e-03,-6.26e-03
14.6875,14.375,15.0,6.88e-01,8.38e-05,-8.38e-05,1.56e-02,-1.56e-02,6.45e-03,-6.45e-03
15.3125,15.0,15.625,6.93e-01,8.48e-05,-8.48e-05,1.60e-02,-1.60e-02,6.64e-03,-6.64e-03
15.9375,15.625,16.25,6.97e-01,8.64e-05,-8.64e-05,1.63e-02,-1.63e-02,6.81e-03,-6.81e-03
16.5625,16.25,16.875,7.02e-01,8.78e-05,-8.78e-05,1.65e-02,-1.65e-02,7.02e-03,-7.02e-03
17.1875,16.875,17.5,7.06e-01,8.93e-05,-8.93e-05,1.66e-02,-1.66e-02,7.20e-03,-7.20e-03
17.8125,17.5,18.125,7.11e-01,9.10e-05,-9.10e-05,1.69e-02,-1.69e-02,7.35e-03,-7.35e-03
18.4375,18.125,18.75,7.15e-01,9.30e-05,-9.30e-05,1.70e-02,-1.70e-02,7.51e-03,-7.51e-03
19.0625,18.75,19.375,7.19e-01,9.49e-05,-9.49e-05,1.74e-02,-1.74e-02,7.70e-03,-7.70e-03
19.6875,19.375,20.0,7.23e-01,9.70e-05,-9.70e-05,1.73e-02,-1.73e-02,7.84e-03,-7.84e-03
20.3125,20.0,20.625,7.27e-01,9.94e-05,-9.94e-05,1.76e-02,-1.76e-02,8.03e-03,-8.03e-03
20.9375,20.625,21.25,7.30e-01,1.02e-04,-1.02e-04,1.76e-02,-1.76e-02,8.19e-03,-8.19e-03
21.5625,21.25,21.875,7.34e-01,1.04e-04,-1.04e-04,1.79e-02,-1.79e-02,8.36e-03,-8.36e-03
22.1875,21.875,22.5,7.37e-01,1.07e-04,-1.07e-04,1.84e-02,-1.84e-02,8.52e-03,-8.52e-03
22.8125,22.5,23.125,7.41e-01,1.10e-04,-1.10e-04,1.84e-02,-1.84e-02,8.66e-03,-8.66e-03
23.4375,23.125,23.75,7.44e-01,1.14e-04,-1.14e-04,1.82e-02,-1.82e-02,8.84e-03,-8.84e-03
24.0625,23.75,24.375,7.47e-01,1.17e-04,-1.17e-04,1.90e-02,-1.90e-02,8.96e-03,-8.96e-03
24.6875,24.375,25.0,7.51e-01,1.21e-04,-1.21e-04,1.90e-02,-1.90e-02,9.13e-03,-9.13e-03
25.3125,25.0,25.625,7.54e-01,1.25e-04,-1.25e-04,1.90e-02,-1.90e-02,9.28e-03,-9.28e-03
25.9375,25.625,26.25,7.57e-01,1.29e-04,-1.29e-04,1.92e-02,-1.92e-02,9.43e-03,-9.43e-03
26.5625,26.25,26.875,7.60e-01,1.34e-04,-1.34e-04,1.94e-02,-1.94e-02,9.58e-03,-9.58e-03
27.1875,26.875,27.5,7.63e-01,1.38e-04,-1.38e-04,1.95e-02,-1.95e-02,9.70e-03,-9.70e-03
27.8125,27.5,28.125,7.66e-01,1.44e-04,-1.44e-04,1.96e-02,-1.96e-02,9.85e-03,-9.85e-03
28.4375,28.125,28.75,7.69e-01,1.49e-04,-1.49e-04,1.98e-02,-1.98e-02,9.99e-03,-9.99e-03
29.0625,28.75,29.375,7.72e-01,1.56e-04,-1.56e-04,1.99e-02,-1.99e-02,1.01e-02,-1.01e-02
29.6875,29.375,30.0,7.74e-01,1.62e-04,-1.62e-04,2.01e-02,-2.01e-02,1.03e-02,-1.03e-02
30.3125,30.0,30.625,7.77e-01,1.68e-04,-1.68e-04,2.02e-02,-2.02e-02,1.04e-02,-1.04e-02
30.9375,30.625,31.25,7.80e-01,1.76e-04,-1.76e-04,2.04e-02,-2.04e-02,1.05e-02,-1.05e-02
31.5625,31.25,31.875,7.82e-01,1.84e-04,-1.84e-04,2.05e-02,-2.05e-02,1.07e-02,-1.07e-02
32.1875,31.875,32.5,7.85e-01,1.92e-04,-1.92e-04,2.07e-02,-2.07e-02,1.08e-02,-1.08e-02
32.8125,32.5,33.125,7.88e-01,2.01e-04,-2.01e-04,2.08e-02,-2.08e-02,1.09e-02,-1.09e-02
33.4375,33.125,33.75,7.90e-01,2.10e-04,-2.10e-04,2.09e-02,-2.09e-02,1.10e-02,-1.10e-02
34.0625,33.75,34.375,7.93e-01,2.20e-04,-2.20e-04,2.11e-02,-2.11e-02,1.12e-02,-1.12e-02
34.6875,34.375,35.0,7.96e-01,2.31e-04,-2.31e-04,2.12e-02,-2.12e-02,1.13e-02,-1.13e-02
35.3125,35.0,35.625,7.98e-01,2.42e-04,-2.42e-04,2.14e-02,-2.14e-02,1.14e-02,-1.14e-02
35.9375,35.625,36.25,8.01e-01,2.55e-04,-2.55e-04,2.15e-02,-2.15e-02,1.16e-02,-1.16e-02
36.5625,36.25,36.875,8.03e-01,2.67e-04,-2.67e-04,2.17e-02,-2.17e-02,1.17e-02,-1.17e-02
37.1875,36.875,37.5,8.05e-01,2.80e-04,-2.80e-04,2.18e-02,-2.18e-02,1.19e-02,-1.19e-02
37.8125,37.5,38.125,8.08e-01,2.96e-04,-2.96e-04,2.20e-02,-2.20e-02,1.20e-02,-1.20e-02
38.4375,38.125,38.75,8.10e-01,3.12e-04,-3.12e-04,2.21e-02,-2.21e-02,1.22e-02,-1.22e-02
39.0625,38.75,39.375,8.13e-01,3.28e-04,-3.28e-04,2.23e-02,-2.23e-02,1.23e-02,-1.23e-02
39.6875,39.375,40.0,8.15e-01,3.46e-04,-3.46e-04,2.24e-02,-2.24e-02,1.25e-02,-1.25e-02
40.3125,40.0,40.625,8.18e-01,3.66e-04,-3.66e-04,2.26e-02,-2.26e-02,1.26e-02,-1.26e-02
40.9375,40.625,41.25,8.20e-01,3.86e-04,-3.86e-04,2.27e-02,-2.27e-02,1.27e-02,-1.27e-02
41.5625,41.25,41.875,8.22e-01,4.09e-04,-4.09e-04,2.29e-02,-2.29e-02,1.29e-02,-1.29e-02
42.1875,41.875,42.5,8.24e-01,4.33e-04,-4.33e-04,2.30e-02,-2.30e-02,1.30e-02,-1.30e-02
42.8125,42.5,43.125,8.27e-01,4.58e-04,-4.58e-04,2.31e-02,-2.31e-02,1.31e-02,-1.31e-02
43.4375,43.125,43.75,8.29e-01,4.85e-04,-4.85e-04,2.33e-02,-2.33e-02,1.32e-02,-1.32e-02
44.0625,43.75,44.375,8.31e-01,5.13e-04,-5.13e-04,2.34e-02,-2.34e-02,1.33e-02,-1.33e-02
44.6875,44.375,45.0,8.33e-01,5.45e-04,-5.45e-04,2.35e-02,-2.35e-02,1.34e-02,-1.34e-02
45.3125,45.0,45.625,8.35e-01,5.78e-04,-5.78e-04,2.36e-02,-2.36e-02,1.35e-02,-1.35e-02
45.9375,45.625,46.25,8.37e-01,6.14e-04,-6.14e-04,2.37e-02,-2.37e-02,1.36e-02,-1.36e-02
46.5625,46.25,46.875,8.39e-01,6.54e-04,-6.54e-04,2.38e-02,-2.38e-02,1.37e-02,-1.37e-02
47.1875,46.875,47.5,8.41e-01,6.94e-04,-6.94e-04,2.39e-02,-2.39e-02,1.38e-02,-1.38e-02
47.8125,47.5,48.125,8.43e-01,7.41e-04,-7.41e-04,2.41e-02,-2.41e-02,1.39e-02,-1.39e-02
48.4375,48.125,48.75,8.45e-01,7.88e-04,-7.88e-04,2.42e-02,-2.42e-02,1.40e-02,-1.40e-02
49.0625,48.75,49.375,8.47e-01,8.40e-04,-8.40e-04,2.43e-02,-2.43e-02,1.42e-02,-1.42e-02
49.6875,49.375,50.0,8.49e-01,8.96e-04,-8.96e-04,2.44e-02,-2.44e-02,1.43e-02,-1.43e-02

